,drug_name,pubmed_id,title,authors,mesh_terms,paper_url
670,nitroglycerin,1576038,Nitrates.,['Kuhn M'],"['Cardiovascular Diseases/*drug therapy', 'Coronary Disease/drug therapy/nursing', 'Drug Interactions', 'Hemodynamics/drug effects', 'Humans', 'Isosorbide Dinitrate/therapeutic use', 'Nitrates/adverse effects/pharmacology/*therapeutic use', 'Nitroglycerin/administration & dosage/therapeutic use', 'Patient Education as Topic']",https://pubmed.ncbi.nlm.nih.gov/1576038/
671,nitroglycerin,10524660,Glyceryl trinitrate induces attacks of migraine without aura in sufferers of migraine with aura.,"['Christiansen I', 'Thomsen LL', 'Daugaard D', 'Ulrich V', 'Olesen J']","['Adult', 'Analgesics/therapeutic use', 'Female', 'Hemodynamics/drug effects', 'Humans', 'Male', 'Migraine with Aura/*complications/metabolism', 'Migraine without Aura/*chemically induced/complications/drug therapy/metabolism', 'Nitric Oxide/*physiology', 'Nitroglycerin/*adverse effects', 'Pain Measurement', 'Time Factors']",https://pubmed.ncbi.nlm.nih.gov/10524660/
672,nitroglycerin,28598453,Effectiveness of 0.2% Glyceryl Trinitrate and 0.5% Nifedipine in the Treatment of Chronic Anal Fissure.,"['Shrestha SK', 'Thapa PB', 'Maharjan DK', 'Tamang TY']","['Drug Therapy, Combination', 'Female', 'Fissure in Ano/*drug therapy', 'Humans', 'Male', 'Middle Aged', 'Nifedipine/*therapeutic use', 'Nitroglycerin/*therapeutic use', 'Prospective Studies', 'Treatment Outcome', 'Vasodilator Agents/*therapeutic use', 'Wound Healing/drug effects']",https://pubmed.ncbi.nlm.nih.gov/28598453/
673,nitroglycerin,17443133,Inhibition of PKC beta by ruboxistaurin does not enhance the acute blood pressure response to nitroglycerin.,"['Benson C', 'Seger M', 'Voelker J']","['Administration, Oral', 'Adrenergic beta-Antagonists/therapeutic use', 'Aged', 'Angina Pectoris/drug therapy/physiopathology', 'Blood Pressure/*drug effects', 'Chronic Disease', 'Cross-Over Studies', 'Dose-Response Relationship, Drug', 'Double-Blind Method', 'Drug Administration Schedule', 'Drug Interactions', 'Enzyme Inhibitors/administration & dosage/adverse effects/pharmacology', 'Female', 'Humans', 'Hydroxymethylglutaryl-CoA Reductase Inhibitors/therapeutic use', 'Hypotension, Orthostatic/chemically induced', 'Indoles/administration & dosage/adverse effects/*pharmacology', 'Infusions, Intravenous', 'Male', 'Maleimides/administration & dosage/adverse effects/*pharmacology', 'Middle Aged', 'Nitroglycerin/administration & dosage/adverse effects/*pharmacology', 'Protein Kinase C/*antagonists & inhibitors', 'Protein Kinase C beta', 'Treatment Outcome', 'Vasodilator Agents/administration & dosage/adverse effects/pharmacology']",https://pubmed.ncbi.nlm.nih.gov/17443133/
674,nitroglycerin,32778123,Efficacy of Glyceryl trinitrate (GTN) to facilitate the rewarming process during cardiopulmonary bypass.,"['Mullane D', 'Lenihan M', 'Hanley C', 'Wall T', 'Bukowska I', 'Griffin M', 'Flood G']","['Aged', 'Body Temperature/drug effects', 'Cardiopulmonary Bypass/adverse effects/*methods', 'Humans', 'Hypothermia, Induced/methods', 'Infusions, Intravenous', 'Lactic Acid/blood', 'Middle Aged', 'Nitroglycerin/*administration & dosage', 'Prospective Studies', '*Rewarming', 'Time Factors', 'Vasodilator Agents/*administration & dosage']",https://pubmed.ncbi.nlm.nih.gov/32778123/
675,azathioprine,30465775,Grand round: Autoimmune hepatitis.,"['Trivedi PJ', 'Hubscher SG', 'Heneghan M', 'Gleeson D', 'Hirschfield GM']","['Adolescent', 'Adult', 'Anti-Inflammatory Agents/administration & dosage/*therapeutic use', 'Azathioprine/administration & dosage/adverse effects/*therapeutic use', 'Clinical Decision-Making', 'Complementary Therapies', 'Drug Tolerance', 'Female', 'Hepatitis, Autoimmune/classification/diagnosis/*drug therapy/*immunology', 'Humans', 'Immunosuppressive Agents/administration & dosage/adverse effects/*therapeutic use', 'Male', 'Precision Medicine/methods', 'Prednisolone/administration & dosage/*therapeutic use', 'Recurrence', 'Risk Factors', 'Treatment Outcome', 'Young Adult']",https://pubmed.ncbi.nlm.nih.gov/30465775/
676,azathioprine,30783322,Management of myasthenia gravis during pregnancy.,"['Bansal R', 'Goyal MK', 'Modi M']","['Azathioprine/administration & dosage/adverse effects/therapeutic use', 'Cholinesterase Inhibitors/administration & dosage/adverse effects/therapeutic use', '*Disease Management', 'Female', 'Humans', 'Immunosuppressive Agents/administration & dosage/adverse effects/therapeutic use', 'Myasthenia Gravis/*drug therapy', 'Practice Guidelines as Topic', 'Pregnancy', 'Pregnancy Complications/*drug therapy', 'Pregnancy Outcome', 'Prenatal Care', 'Pyridostigmine Bromide/administration & dosage/adverse effects/therapeutic use', 'Severity of Illness Index']",https://pubmed.ncbi.nlm.nih.gov/30783322/
677,azathioprine,3511372,Therapy of lupus nephritis. Controlled trial of prednisone and cytotoxic drugs.,"['Austin HA 3rd', 'Klippel JH', 'Balow JE', 'le Riche NG', 'Steinberg AD', 'Plotz PH', 'Decker JL']","['Administration, Oral', 'Adult', 'Azathioprine/administration & dosage/adverse effects/*therapeutic use', 'Biopsy', 'Clinical Trials as Topic', 'Creatinine/blood', 'Cyclophosphamide/administration & dosage/adverse effects/*therapeutic use', 'Drug Therapy, Combination', 'Female', 'Glomerulonephritis/*drug therapy/etiology/physiopathology', 'Humans', 'Injections, Intravenous', 'Kidney/pathology', 'Kidney Failure, Chronic/etiology', 'Lupus Erythematosus, Systemic/*complications', 'Male', 'Prednisone/administration & dosage/adverse effects/*therapeutic use', 'Random Allocation']",https://pubmed.ncbi.nlm.nih.gov/3511372/
678,azathioprine,9608317,Update on immunosuppressive therapy.,"['Singer NG', 'McCune WJ']","['Adult', 'Arthritis, Juvenile/drug therapy', 'Azathioprine/adverse effects/therapeutic use', 'Behcet Syndrome/drug therapy', 'Child', 'Cladribine/therapeutic use', 'Cyclophosphamide/administration & dosage/therapeutic use', 'Cyclosporine/therapeutic use', 'Drug Therapy, Combination', 'Granulomatosis with Polyangiitis/drug therapy', 'Humans', 'Hydroxychloroquine/administration & dosage/adverse effects/therapeutic use', 'Immunosuppressive Agents/administration & dosage/adverse effects/*therapeutic use', 'Liver/drug effects/injuries', 'Lung/drug effects', 'Lung Injury', 'Lupus Erythematosus, Systemic/drug therapy', 'Methotrexate/administration & dosage/adverse effects/therapeutic use', 'Pemphigoid, Benign Mucous Membrane/drug therapy', 'Retina/drug effects', 'Tacrolimus/therapeutic use', 'Thalidomide/therapeutic use']",https://pubmed.ncbi.nlm.nih.gov/9608317/
679,azathioprine,25352005,[Optimized thiopurine treatment in chronic inflammatory bowel disease].,"['Kiszka-Kanowitz M', 'Theede K', 'Nielsen AM']","['Algorithms', 'Allopurinol/administration & dosage/adverse effects/metabolism/therapeutic use', 'Antimetabolites/administration & dosage/adverse effects/metabolism/therapeutic use', 'Azathioprine/administration & dosage/adverse effects/metabolism/*therapeutic use', 'Dose-Response Relationship, Drug', 'Drug Therapy, Combination', 'Humans', 'Immunosuppressive Agents/administration & dosage/adverse effects/metabolism/*therapeutic use', 'Inflammatory Bowel Diseases/*drug therapy', 'Mercaptopurine/administration & dosage/adverse effects/metabolism/*therapeutic use', 'Methyltransferases/administration & dosage/adverse effects/metabolism/therapeutic use']",https://pubmed.ncbi.nlm.nih.gov/25352005/
680,azathioprine,12765471,Immunosuppressive drug use in pregnancy.,['Petri M'],"['Adrenal Cortex Hormones/adverse effects/pharmacokinetics/therapeutic use', 'Azathioprine/adverse effects/pharmacokinetics/therapeutic use', 'Breast Feeding', 'Cyclophosphamide/adverse effects/pharmacokinetics/therapeutic use', 'Cyclosporine/adverse effects/pharmacokinetics/therapeutic use', 'Female', 'Fetal Diseases/chemically induced', 'Humans', 'Hydroxychloroquine/adverse effects/pharmacokinetics/therapeutic use', 'Immunosuppressive Agents/*adverse effects/pharmacokinetics/*therapeutic use', 'Lupus Erythematosus, Systemic/prevention & control', 'Maternal-Fetal Exchange', 'Mycophenolic Acid/adverse effects/analogs & derivatives/pharmacokinetics/therapeutic use', 'Pregnancy', 'Pregnancy Complications/chemically induced/*prevention & control']",https://pubmed.ncbi.nlm.nih.gov/12765471/
681,azathioprine,20949566,Optimizing thiopurine therapy in inflammatory bowel disease.,"['Chevaux JB', 'Peyrin-Biroulet L', 'Sparrow MP']","['Azathioprine/administration & dosage/adverse effects/pharmacokinetics/*therapeutic use', 'Humans', 'Immunosuppressive Agents/administration & dosage/adverse effects/pharmacokinetics/*therapeutic use', 'Inflammatory Bowel Diseases/*drug therapy', 'Mercaptopurine/administration & dosage/adverse effects/pharmacokinetics/*therapeutic use', 'Methyltransferases/metabolism']",https://pubmed.ncbi.nlm.nih.gov/20949566/
682,azathioprine,24438369,Allopurinol enhanced thiopurine treatment for inflammatory bowel disease: safety considerations and guidelines for use.,"['Min MX', 'Weinberg DI', 'McCabe RP']","['Allopurinol/administration & dosage/adverse effects/*therapeutic use', 'Azathioprine/administration & dosage/adverse effects/therapeutic use', 'Drug Monitoring', 'Drug Therapy, Combination', 'Humans', 'Immunosuppressive Agents/administration & dosage/adverse effects/*therapeutic use', 'Inflammatory Bowel Diseases/*drug therapy', 'Mercaptopurine/administration & dosage/adverse effects/therapeutic use', 'Practice Guidelines as Topic']",https://pubmed.ncbi.nlm.nih.gov/24438369/
683,azathioprine,25443224,[Role of thiopurine agents in ulcerative colitis].,"['Chaparro M', 'Gisbert JP']","['Azathioprine/administration & dosage/adverse effects/pharmacology/*therapeutic use', 'Clinical Trials as Topic', 'Colitis, Ulcerative/*drug therapy', 'Crohn Disease/drug therapy', 'Disease Susceptibility', 'Dose-Response Relationship, Drug', 'Humans', 'Immunocompromised Host', 'Immunosuppressive Agents/administration & dosage/pharmacology/*therapeutic use', 'Infections/etiology', 'Mercaptopurine/administration & dosage/adverse effects/pharmacology/*therapeutic use', 'Meta-Analysis as Topic', 'Neoplasms/etiology', 'Prodrugs/pharmacokinetics', 'Remission Induction', 'Treatment Outcome']",https://pubmed.ncbi.nlm.nih.gov/25443224/
684,azathioprine,21674420,"Immunosuppressive and cytotoxic therapy: pharmacology, toxicities, and monitoring.","['Wang T', 'Weigt SS', 'Belperio JA', 'Lynch JP 3rd']","['Adrenal Cortex Hormones/*administration & dosage/adverse effects/pharmacology/therapeutic use', '*Anti-Inflammatory Agents/administration & dosage/adverse effects/pharmacology/therapeutic use', 'Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis/*drug therapy', 'Azathioprine/administration & dosage/adverse effects/pharmacology/therapeutic use', 'Cyclophosphamide/administration & dosage/adverse effects/pharmacology/therapeutic use', 'Humans', '*Immunosuppressive Agents/administration & dosage/adverse effects/pharmacology/therapeutic use', 'Methotrexate/administration & dosage/adverse effects/pharmacology/therapeutic use', 'Mycophenolic Acid/administration & dosage/adverse effects/analogs & derivatives/pharmacology/therapeutic use', 'Time Factors']",https://pubmed.ncbi.nlm.nih.gov/21674420/
685,azathioprine,29421584,Effective long-term solution to therapeutic remission in Inflammatory Bowel Disease: Role of Azathioprine.,"['Adam L', 'Phulukdaree A', 'Soma P']","['Azathioprine/administration & dosage/adverse effects/*therapeutic use', 'Humans', 'Immunosuppressive Agents/administration & dosage/adverse effects/*therapeutic use', 'Inflammatory Bowel Diseases/*drug therapy/enzymology/immunology', 'Methyltransferases/genetics', 'Polymorphism, Single Nucleotide', 'Remission Induction']",https://pubmed.ncbi.nlm.nih.gov/29421584/
686,azathioprine,25166425,"Progressive, reversible sensorineural hearing loss caused by azathioprine.","['Jenkinson PW', 'Syed MI', 'Mcclymont L']","['Audiometry, Pure-Tone', 'Azathioprine/*adverse effects/*therapeutic use', 'Female', 'Hearing Loss, Sensorineural/*diagnosis/*etiology', 'Humans', 'Middle Aged']",https://pubmed.ncbi.nlm.nih.gov/25166425/
687,azathioprine,4103984,Cyclophosphamide and human organ transplantation.,"['Starzl TE', 'Halgrimson CG', 'Penn I', 'Martineau G', 'Schroter G', 'Amemiya H', 'Putnam CW', 'Groth CG']","['Administration, Oral', 'Adolescent', 'Adult', 'Animals', 'Antilymphocyte Serum/administration & dosage', 'Azathioprine/administration & dosage/adverse effects', 'Cadaver', 'Consanguinity', 'Cyclophosphamide/administration & dosage/*therapeutic use', 'Drug Synergism', 'Female', 'Follow-Up Studies', 'Graft Rejection', 'Histocompatibility', 'Horses', 'Humans', 'Immunosuppressive Agents/therapeutic use', 'Injections, Intramuscular', '*Kidney Transplantation', '*Liver Transplantation', 'Male', 'Middle Aged', 'Postoperative Complications', 'Prednisone/administration & dosage', 'Time Factors', 'Transplantation Immunology', 'Transplantation, Homologous']",https://pubmed.ncbi.nlm.nih.gov/4103984/
688,azathioprine,25378092,Pregnancy outcomes in women with inflammatory bowel disease following exposure to thiopurines and antitumor necrosis factor drugs: a systematic review with meta-analysis.,"['Mozaffari S', 'Abdolghaffari AH', 'Nikfar S', 'Abdollahi M']","['Adult', 'Azathioprine/administration & dosage/*adverse effects/therapeutic use', 'Female', 'Humans', 'Inflammatory Bowel Diseases/*drug therapy/epidemiology/immunology', 'Infliximab/administration & dosage/*adverse effects/therapeutic use', 'Pregnancy', 'Pregnancy Complications/*drug therapy/epidemiology/immunology', 'Pregnancy Outcome/*epidemiology', 'Prenatal Exposure Delayed Effects/chemically induced/*epidemiology', 'Tumor Necrosis Factor-alpha/*immunology']",https://pubmed.ncbi.nlm.nih.gov/25378092/
689,azathioprine,31862300,Impact of Azathioprine use in chronic hypersensitivity pneumonitis patients.,"['Terras Alexandre A', 'Martins N', 'Raimundo S', 'Melo N', 'Catetano Mota P', 'Novais E Bastos H', 'Pereira JM', 'Cunha R', 'Guimaraes S', 'Souto Moura C', 'Morais A']","['Adult', 'Aged', 'Aged, 80 and over', 'Alveolitis, Extrinsic Allergic/*drug therapy', 'Azathioprine/adverse effects/*therapeutic use', 'Carbon Monoxide', 'Chronic Disease/drug therapy', 'Female', 'Humans', 'Immunosuppressive Agents/adverse effects/*therapeutic use', 'Longitudinal Studies', 'Lung/drug effects', 'Male', 'Middle Aged', 'Respiratory Function Tests', 'Retrospective Studies', 'Total Lung Capacity/drug effects', 'Treatment Outcome', 'Vital Capacity/drug effects']",https://pubmed.ncbi.nlm.nih.gov/31862300/
690,azathioprine,29775790,Clinical Course of Nodular Regenerative Hyperplasia in Thiopurine Treated Inflammatory Bowel Disease Patients.,"['Simsek M', 'Meijer B', 'Ramsoekh D', 'Bouma G', 'van der Wouden EJ', 'den Hartog B', 'de Vries AC', 'Hoentjen F', 'Dijkstra G', 'de Boer SY', 'Jansen JM', 'van der Meulen AE', 'Beukers R', 'Brink MA', 'Steinhauser T', 'Oldenburg B', 'Gilissen LP', 'Naber TH', 'Verhagen MA', 'de Boer NKH', 'Mulder CJJ']","['Adolescent', 'Adult', 'Aged', 'Azathioprine/administration & dosage/*adverse effects', 'Female', 'Humans', 'Hyperplasia/chemically induced/*pathology', 'Inflammatory Bowel Diseases/complications/*drug therapy/*pathology', 'Liver Diseases/*pathology', 'Male', 'Mercaptopurine/administration & dosage/*adverse effects', 'Middle Aged', 'Thioguanine/administration & dosage/*adverse effects', 'Young Adult']",https://pubmed.ncbi.nlm.nih.gov/29775790/
691,azathioprine,30753377,Concerns and Side Effects of Azathioprine During Adalimumab Induction and Maintenance Therapy for Japanese Patients With Crohn's Disease: A Subanalysis of a Prospective Randomised Clinical Trial [DIAMOND Study].,"['Hisamatsu T', 'Matsumoto T', 'Watanabe K', 'Nakase H', 'Motoya S', 'Yoshimura N', 'Ishida T', 'Kato S', 'Nakagawa T', 'Esaki M', 'Nagahori M', 'Matsui T', 'Naito Y', 'Kanai T', 'Suzuki Y', 'Nojima M', 'Watanabe M', 'Hibi T']","['Adalimumab/administration & dosage/*therapeutic use', 'Adolescent', 'Adult', 'Aged', 'Anti-Inflammatory Agents/administration & dosage/*therapeutic use', 'Azathioprine/administration & dosage/*adverse effects/therapeutic use', 'Crohn Disease/*drug therapy', 'Drug Therapy, Combination/adverse effects', 'Female', 'Humans', 'Immunosuppressive Agents/administration & dosage/*adverse effects/therapeutic use', 'Japan', 'Kaplan-Meier Estimate', 'Male', 'Middle Aged', 'Patient Dropouts/statistics & numerical data', 'Prospective Studies', 'Risk Factors', 'Sex Factors', 'Treatment Outcome', 'Young Adult']",https://pubmed.ncbi.nlm.nih.gov/30753377/
692,azathioprine,22170192,Safety of azathioprine use during pregnancy.,"['Natekar A', 'Pupco A', 'Bozzo P', 'Koren G']","['Antimetabolites/*adverse effects/therapeutic use', 'Azathioprine/*adverse effects/therapeutic use', 'Female', 'Humans', 'Immunosuppressive Agents/*adverse effects/therapeutic use', 'Pregnancy', '*Pregnancy Outcome']",https://pubmed.ncbi.nlm.nih.gov/22170192/
693,azathioprine,4884653,Azathioprine in rheumatoid arthritis.,"['Mason M', 'Currey HL', 'Barnes CG', 'Dunne JF', 'Hazleman BL', 'Strickland ID']","['Arthritis, Rheumatoid/*drug therapy', 'Azathioprine/adverse effects/*therapeutic use', 'Clinical Trials as Topic', 'Drug Synergism', 'Female', 'Humans', 'Male', 'Middle Aged', 'Placebos', 'Prednisolone/administration & dosage']",https://pubmed.ncbi.nlm.nih.gov/4884653/
694,glipizide,26204670,HYPOGLYCEMIA INDUCED BY ANTIDIABETIC SULFONYLUREAS.,"['Confederat L', 'Constantin S', 'Lupascu F', 'Panzariu A', 'Hancianu M', 'Profire L']","['Chlorpropamide/adverse effects', '*Diabetes Mellitus, Type 2/drug therapy', 'Gliclazide/adverse effects', 'Glipizide/adverse effects', 'Glyburide/adverse effects', 'Humans', 'Hypoglycemia/*chemically induced', 'Hypoglycemic Agents/administration & dosage/*adverse effects', 'Risk Factors', 'Sulfonylurea Compounds/administration & dosage/*adverse effects', 'Tolbutamide/adverse effects']",https://pubmed.ncbi.nlm.nih.gov/26204670/
695,glipizide,37714605,The Patient Faints in the Waiting Area with a Suspected Hypoglycemic Event.,"['Chmieliauskaite M', 'Grosh MD', 'Syed A', 'Pinto A']","['Female', 'Humans', 'Aged', '*Hypoglycemic Agents/adverse effects', '*Hypoglycemia/chemically induced', 'Sulfonylurea Compounds/adverse effects', 'Glipizide']",https://pubmed.ncbi.nlm.nih.gov/37714605/
696,glipizide,34721294,Effects of Anti-Diabetic Drugs on Fracture Risk: A Systematic Review and Network Meta-Analysis.,"['Zhang YS', 'Zheng YD', 'Yuan Y', 'Chen SC', 'Xie BC']","['Diabetes Mellitus, Type 2/*drug therapy', 'Fractures, Bone/*etiology', 'Humans', 'Hypoglycemic Agents/*adverse effects/therapeutic use', 'Network Meta-Analysis', 'Risk Factors']",https://pubmed.ncbi.nlm.nih.gov/34721294/
697,glipizide,19366943,Use of hypoglycemic drugs during lactation.,"['Glatstein MM', 'Djokanovic N', 'Garcia-Bournissen F', 'Finkelstein Y', 'Koren G']","['Administration, Oral', 'Breast Feeding', 'Diabetes Mellitus, Type 2/*drug therapy', 'Drug-Related Side Effects and Adverse Reactions', 'Female', 'Glipizide/administration & dosage/adverse effects', 'Glyburide/administration & dosage/adverse effects', 'Humans', 'Hypoglycemic Agents/*administration & dosage/adverse effects', 'Infant, Newborn', 'Lactation/*drug effects', 'Maternal Welfare', 'Milk, Human/drug effects', 'Pregnancy', 'Pregnancy in Diabetics/drug therapy', 'Risk Assessment', 'Sulfonylurea Compounds/administration & dosage/adverse effects']",https://pubmed.ncbi.nlm.nih.gov/19366943/
698,glipizide,30246878,Insulin and glucose-lowering agents for treating people with diabetes and chronic kidney disease.,"['Lo C', 'Toyama T', 'Wang Y', 'Lin J', 'Hirakawa Y', 'Jun M', 'Cass A', 'Hawley CM', 'Pilmore H', 'Badve SV', 'Perkovic V', 'Zoungas S']","['Cause of Death', 'Diabetes Mellitus/blood/*drug therapy/mortality', 'Diabetic Nephropathies/blood/*drug therapy/mortality', 'Dipeptidyl-Peptidase IV Inhibitors/therapeutic use', 'Glipizide/adverse effects/therapeutic use', 'Glucagon-Like Peptide 1/agonists', 'Glycated Hemoglobin/drug effects', 'Humans', 'Hypoglycemic Agents/adverse effects/*therapeutic use', 'Insulin/adverse effects/*therapeutic use', 'Randomized Controlled Trials as Topic', 'Renal Insufficiency, Chronic/blood/*drug therapy/mortality', 'Sitagliptin Phosphate/adverse effects/therapeutic use', 'Sodium-Glucose Transporter 2', 'Sodium-Glucose Transporter 2 Inhibitors', 'Thiazolidinediones/therapeutic use']",https://pubmed.ncbi.nlm.nih.gov/30246878/
699,glipizide,16596036,Antihypertensive pharmacobezoar.,"['Prisant LM', 'Spaulding VC']","['Antihypertensive Agents/*administration & dosage/*adverse effects', 'Bezoars/*etiology', 'Calcium Channel Blockers/administration & dosage', 'Drug Delivery Systems/*adverse effects', 'Gastrointestinal Diseases/*etiology', 'Humans', 'Isradipine/administration & dosage/adverse effects', 'Nifedipine/administration & dosage', 'Postoperative Complications/etiology', 'Tablets', 'Verapamil/administration & dosage/adverse effects']",https://pubmed.ncbi.nlm.nih.gov/16596036/
700,glipizide,15200348,The role of sulphonylureas in the management of type 2 diabetes mellitus.,['Rendell M'],"['Benzamides/therapeutic use', 'Clinical Trials as Topic', 'Diabetes Mellitus, Type 2/*drug therapy', 'Drug Therapy, Combination', 'Humans', 'Hypoglycemic Agents/administration & dosage/adverse effects/*therapeutic use', 'Insulin/therapeutic use', 'Sulfonylurea Compounds/administration & dosage/adverse effects/*therapeutic use', 'Treatment Failure']",https://pubmed.ncbi.nlm.nih.gov/15200348/
701,glipizide,27796819,Sulfonylurea Poisoning in a Healthy Toddler.,"['Kumar S', 'Choudhary A', 'Ali M', 'Gupta V', 'Muralidharan J', 'Singhi SC']","['Gastrointestinal Agents/therapeutic use', 'Glipizide/*poisoning', 'Glucose/therapeutic use', 'Humans', 'Hypoglycemic Agents/*poisoning', 'Infant', 'Male', 'Octreotide/therapeutic use']",https://pubmed.ncbi.nlm.nih.gov/27796819/
702,glipizide,3931464,Pharmacokinetics of glyburide.,['Pearson JG'],"['Acute Kidney Injury/metabolism', 'Blood Glucose/analysis', 'Dose-Response Relationship, Drug', 'Fasting', 'Glipizide/metabolism', 'Glyburide/*metabolism/urine', 'Humans', 'Kidney/metabolism', 'Kinetics', 'Liver/metabolism']",https://pubmed.ncbi.nlm.nih.gov/3931464/
703,glipizide,389600,Glipizide: a review of its pharmacological properties and therapeutic use.,"['Brogden RN', 'Heel RC', 'Pakes GE', 'Speight TM', 'Avery GS']","['Animals', 'Diabetes Mellitus/drug therapy', 'Fatty Acids/blood', 'Glipizide/administration & dosage/adverse effects/metabolism/*pharmacology/therapeutic use', 'Glucagon/blood', 'Humans', 'Hypoglycemic Agents', 'Kinetics', 'Sulfonylurea Compounds/*pharmacology']",https://pubmed.ncbi.nlm.nih.gov/389600/
704,glipizide,30471177,Reflections on the sulphonylurea story: A drug class at risk of extinction or a drug class worth reviving?,"['Cordiner RLM', 'Pearson ER']","['Diabetes Mellitus/drug therapy/genetics/metabolism', 'Diabetes Mellitus, Type 2/*drug therapy', 'Dipeptidyl-Peptidase IV Inhibitors/therapeutic use', 'Dose-Response Relationship, Drug', 'Gliclazide/therapeutic use', 'Glipizide/therapeutic use', 'Glyburide/therapeutic use', 'History, 20th Century', 'History, 21st Century', 'Humans', 'Hypoglycemic Agents/*therapeutic use', 'Insulin Secretion', 'Insulin-Secreting Cells/drug effects/metabolism', 'Metformin/therapeutic use', 'Sodium-Glucose Transporter 2 Inhibitors/therapeutic use', 'Sulfonylurea Compounds/history/pharmacology/*therapeutic use', 'Treatment Failure', 'Glucagon-Like Peptide-1 Receptor Agonists']",https://pubmed.ncbi.nlm.nih.gov/30471177/
705,glipizide,27292155,Glipizide suppresses prostate cancer progression in the TRAMP model by inhibiting angiogenesis.,"['Qi C', 'Bin Li', 'Yang Y', 'Yang Y', 'Li J', 'Zhou Q', 'Wen Y', 'Zeng C', 'Zheng L', 'Zhang Q', 'Li J', 'He X', 'Zhou J', 'Shao C', 'Wang L']","['Angiogenesis Inhibitors/*pharmacology/therapeutic use', 'Animals', 'Antigens, Polyomavirus Transforming/*genetics', 'Cell Line, Tumor', 'Cell Proliferation/drug effects', 'Disease Progression', 'Down-Regulation/drug effects', 'Glipizide/*pharmacology/therapeutic use', 'Human Umbilical Vein Endothelial Cells', 'Humans', 'Liver Neoplasms/pathology/prevention & control/secondary', 'Male', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred C57BL', 'Mice, Transgenic', 'Models, Animal', 'Neovascularization, Physiologic/*drug effects', 'Prostatic Neoplasms/drug therapy/metabolism/pathology', 'Rats', 'Rats, Sprague-Dawley', 'Signal Transduction/drug effects']",https://pubmed.ncbi.nlm.nih.gov/27292155/
706,glipizide,3082015,Oral sulfonylureas for the treatment of type II diabetes: an update.,"['Shank WA Jr', 'Morrison AD']","['Administration, Oral', 'Chlorpropamide/adverse effects', 'Diabetes Mellitus, Type 2/*drug therapy', 'Drug Hypersensitivity/etiology', 'Glipizide/administration & dosage/metabolism/therapeutic use', 'Glyburide/administration & dosage/metabolism/therapeutic use', 'Humans', 'Insulin Resistance', 'Kinetics', 'Liver/metabolism', 'Nausea/chemically induced', 'Patient Education as Topic', 'Sulfonylurea Compounds/administration & dosage/metabolism/*therapeutic use']",https://pubmed.ncbi.nlm.nih.gov/3082015/
707,glipizide,6656850,Drug-induced reversal of early diabetic microangiopathy.,"['Camerini-Davalos RA', 'Velasco C', 'Glasser M', 'Bloodworth JM Jr']","['Adult', 'Basement Membrane/ultrastructure', 'Blood Glucose/metabolism', 'Capillaries/ultrastructure', 'Diabetic Angiopathies/*drug therapy/pathology', 'Female', 'Glipizide/*therapeutic use', 'Glucose Tolerance Test', 'Humans', 'Male', 'Middle Aged', 'Muscles/blood supply', 'Prediabetic State/*drug therapy/pathology', 'Sulfonylurea Compounds/*therapeutic use']",https://pubmed.ncbi.nlm.nih.gov/6656850/
708,glipizide,3925246,Sulfonylureas in the treatment of diabetes mellitus--1985.,['Gerich JE'],"['Blood Glucose/metabolism', 'Body Weight', 'Diabetes Mellitus, Type 1/therapy', 'Diabetes Mellitus, Type 2/diet therapy/*drug therapy', 'Drug Therapy, Combination', 'Glipizide/pharmacology', 'Glyburide/pharmacology', 'Humans', 'Hypoglycemia/etiology', 'Insulin/metabolism/therapeutic use', 'Pancreas/metabolism', 'Sulfonylurea Compounds/administration & dosage/adverse effects/*pharmacology/therapeutic use']",https://pubmed.ncbi.nlm.nih.gov/3925246/
709,glipizide,15979893,Combination of high-fat diet-fed and low-dose streptozotocin-treated rat: a model for type 2 diabetes and pharmacological screening.,"['Srinivasan K', 'Viswanad B', 'Asrat L', 'Kaul CL', 'Ramarao P']","['Animals', 'Blood Glucose/analysis', 'Cholesterol/blood', 'Diabetes Mellitus, Experimental/*chemically induced/drug therapy/*etiology', 'Dietary Fats/*administration & dosage', 'Glipizide/pharmacology', 'Glucose Tolerance Test', 'Hypoglycemic Agents/*pharmacology', 'Insulin/blood', 'Male', 'Pioglitazone', 'Rats', 'Rats, Sprague-Dawley', 'Streptozocin', 'Thiazolidinediones/pharmacology', 'Triglycerides/blood']",https://pubmed.ncbi.nlm.nih.gov/15979893/
710,glipizide,8992534,[Glipizide--a short-acting sulphonylurea derivative].,['Ogonowski J'],"['Aged', 'Diabetes Mellitus/*drug therapy', 'Drug Therapy, Combination', 'Glipizide/*pharmacology', 'Humans', 'Hypoglycemic Agents/*pharmacology', 'Insulin/administration & dosage', 'Remission Induction']",https://pubmed.ncbi.nlm.nih.gov/8992534/
