STITCH 1,STITCH 2,Polypharmacy Side Effect,Side Effect Name
CID000003463,CID000003937,C0043096,loss of weight
CID000003463,CID000160051,C0263912,rotator cuff syndrome
CID000003463,CID000004543,C0232492,abdominal pain upper
CID000003463,CID000003883,C0231807,Dyspnea exertional
CID000003463,CID000004927,C0017152,gastric inflammation
CID000003463,CID000003658,C0267596,haemorrhage rectum
CID000003463,CID000003954,C0037195,Sinus headache
CID000003463,CID000005523,C0017152,gastric inflammation
CID000003463,CID000077999,C0043096,loss of weight
CID000003463,CID000038904,C0041834,erythema
CID000003463,CID000003780,C0011854,insulin dependent diabetes mellitus
CID000003463,CID000003890,C0015967,body temperature increased
CID000001690,CID000003405,C0017152,gastric inflammation
CID000001690,CID000004158,C0004144,atelectasis
CID000001690,CID000002656,C0043096,loss of weight
CID000001690,CID000005358,C0043094,weight gain
CID000001690,CID000002375,C0006444,bursitis
CID000001690,CID005481350,C0016412,folate deficiency
CID000001690,CID000008953,C0043094,weight gain
CID000001690,CID000003883,C0041834,erythema
CID000001690,CID005381226,C0026919,atypical mycobacterial infection
CID000001690,CID000003310,C0026986,myelodysplasia
CID000001690,CID000002524,C0043096,loss of weight
CID000001690,CID000003075,C0038454,apoplexy
CID000001690,CID000060852,C0042963,emesis
CID000001690,CID000019090,C0008325,cholecystitis
CID000001690,CID000002725,C0040034,thrombocytopenia
CID000001690,CID000005732,C0497156,Adenopathy
CID000001690,CID000004543,C0043096,loss of weight
CID000001690,CID000002265,C0015230,eruption
CID000001690,CID000005645,C0019209,enlarged liver
CID000001690,CID000003345,C0017152,gastric inflammation
CID000001690,CID000002578,C0042384,angiitis
CID000001690,CID000060184,C0042384,angiitis
CID000001690,CID000002771,C0497156,Adenopathy
CID000001690,CID000004205,C0004604,Back Ache
CID000001690,CID000004201,C0043096,loss of weight
CID000001690,CID000027686,C0007642,cellulitis
CID000001690,CID000077999,C0006444,bursitis
CID000001690,CID000003749,C0015230,eruption
CID000001690,CID000004173,C0034886,proctalgia
CID000001690,CID000003954,C0017152,gastric inflammation
CID000001690,CID000005073,C0013221,drug toxicity NOS
CID000001690,CID000003043,C0043096,loss of weight
CID000001690,CID000003042,C0040034,thrombocytopenia
CID000001690,CID000002803,C0497156,Adenopathy
CID000001690,CID000002806,C0008320,cholecystectomies
CID000001690,CID006398525,C0007642,cellulitis
CID000001690,CID000004510,C0011615,allergic dermatitis
CID000001690,CID000147912,C0019080,Bleeding
CID000001690,CID000003333,C0002962,angina
CID000001690,CID000003339,C0149871,deep vein thromboses
CID000001690,CID000004819,C0008325,cholecystitis
CID000001690,CID000131536,C0022346,icterus
CID000001690,CID000005245,C0043094,weight gain
CID000001690,CID000001983,C0004604,Back Ache
CID000001690,CID000004894,C0026986,myelodysplasia
CID000001690,CID000003676,C0015230,eruption
CID000001690,CID000004666,C0017152,gastric inflammation
CID000001690,CID000002462,C0004144,atelectasis
CID000001690,CID000002662,C0017152,gastric inflammation
CID000001690,CID000038904,C0026986,myelodysplasia
CID000001690,CID000002978,C0522055,abnormal ECG
CID000001690,CID000002550,C0522055,abnormal ECG
CID000001690,CID000152945,C0009319,colitis
CID000001690,CID000002713,C0017152,gastric inflammation
CID000001690,CID000003440,C0041834,erythema
CID000001690,CID000001971,C0043096,loss of weight
CID000001690,CID000010631,C0041834,erythema
CID000001690,CID000002088,C0497156,Adenopathy
CID000001690,CID000003937,C0017152,gastric inflammation
CID000001690,CID000060787,C0020443,elevated cholesterol
CID000001690,CID000005394,C0497156,Adenopathy
CID000001690,CID000005391,C0497156,Adenopathy
CID000001690,CID000062924,C0041834,erythema
CID000001690,CID000003062,C0026986,myelodysplasia
CID000001690,CID005311048,C0026986,myelodysplasia
CID000001690,CID000002907,C0017152,gastric inflammation
CID000001690,CID000004691,C0017152,gastric inflammation
CID000001690,CID000003148,C0023903,hepatic neoplasia
CID000001690,CID000004211,C0040034,thrombocytopenia
CID000001690,CID000003414,C0497156,Adenopathy
CID000001690,CID000005978,C0008320,cholecystectomies
CID000001690,CID000002405,C0038454,apoplexy
CID000001690,CID000003750,C0038454,apoplexy
CID000001690,CID000004900,C0026986,myelodysplasia
CID000001690,CID000005523,C0043096,loss of weight
CID000001690,CID000003961,C0026986,myelodysplasia
CID000001690,CID000002818,C0013221,drug toxicity NOS
CID000001690,CID000003890,C0040034,thrombocytopenia
CID000001690,CID000003305,C0497156,Adenopathy
CID000001690,CID000002891,C0043096,loss of weight
CID000001690,CID000060754,C0015256,Excoriation
CID000001690,CID000004585,C0004604,Back Ache
CID000001690,CID000004679,C0017152,gastric inflammation
CID000001690,CID003468412,C0038454,apoplexy
CID000001690,CID000002478,C0022346,icterus
CID000001690,CID000005376,C0017152,gastric inflammation
CID000001690,CID000005512,C0011615,allergic dermatitis
CID000001690,CID000170361,C0038454,apoplexy
CID000001690,CID000005152,C0043096,loss of weight
CID000001690,CID000002022,C0017152,gastric inflammation
CID000001690,CID000667490,C0497156,Adenopathy
CID000001690,CID000163742,C0011615,allergic dermatitis
CID000001690,CID000074989,C0015967,body temperature increased
CID000001690,CID000002541,C0009806,constipated
CID000001690,CID000004189,C0011168,deglutition disorder
CID000001690,CID000005544,C0004604,Back Ache
CID000001690,CID000071616,C0235896,lung infiltration
CID000001690,CID000004927,C0038454,apoplexy
CID000001690,CID000003325,C0017152,gastric inflammation
CID000001690,CID000002284,C0013362,dysarthria
CID000001690,CID000005478,C0040034,thrombocytopenia
CID000001690,CID000005650,C0497156,Adenopathy
CID000001690,CID000004889,C0030554,Paraesthesia
CID000002673,CID000003062,C0243026,sepsis
CID000060164,CID006447131,C0017152,gastric inflammation
CID000002818,CID000003658,C0041834,erythema
CID000002818,CID000003449,C0032290,aspiration pneumonia
CID000002818,CID000003440,C0017152,gastric inflammation
CID000002818,CID000010631,C0013362,dysarthria
CID000002818,CID000005152,C0040034,thrombocytopenia
CID000002818,CID000019090,C0043096,loss of weight
CID000002818,CID000004075,C0014394,Enuresis
CID000002818,CID000004894,C0699744,ear infection
CID000002818,CID000003749,C0013221,drug toxicity NOS
CID000002818,CID000004585,C0235527,right heart failure
CID000002818,CID000005391,C0043094,weight gain
CID000002818,CID000003333,C0522055,abnormal ECG
CID000002818,CID000038904,C0040034,thrombocytopenia
CID000002818,CID000003890,C0001969,Alcoholic intoxication
CID000002818,CID000170361,C0151706,bleeding Vaginal
CID000002818,CID000115237,C0085631,agitated
CID000002818,CID000003075,C0038454,apoplexy
CID000002818,CID000002951,C0032285,neumonia
CID000002818,CID000008953,C0043096,loss of weight
CID000002818,CID000004205,C0038454,apoplexy
CID000002818,CID000003961,C0013362,dysarthria
CID000002818,CID003468412,C0032285,neumonia
CID000002818,CID000005544,C0019209,enlarged liver
CID000002818,CID000005245,C0428977,bradycardia
CID000002818,CID000003345,C0038454,apoplexy
CID000002818,CID000005719,C0036572,convulsion
CID000002818,CID000002907,C0040034,thrombocytopenia
CID000002818,CID000005512,C0017152,gastric inflammation
CID000002818,CID000003937,C0162529,colitis ischemic
CID000002818,CID000003405,C0151611,abnormal EEG
CID000002818,CID000077999,C0038454,apoplexy
CID000002818,CID000003310,C0013221,drug toxicity NOS
CID000002818,CID000060854,C0008320,cholecystectomies
CID000002818,CID000062924,C0043096,loss of weight
CID000002818,CID006398525,C0040034,thrombocytopenia
CID000002818,CID000004889,C0032285,neumonia
CID000002818,CID000004666,C0442874,neuropathy
CID000002818,CID000004510,C0522055,abnormal ECG
CID000002818,CID000003325,C0038454,apoplexy
CID000002818,CID000003339,C0011854,insulin dependent diabetes mellitus
CID000002818,CID000005073,C0008325,cholecystitis
CID000002818,CID000004927,C0522055,abnormal ECG
CID000002818,CID000004691,C0085602,excessive thirst
CID000002818,CID000004173,C0008325,cholecystitis
CID000002818,CID000005732,C0017152,gastric inflammation
CID000002818,CID000004236,C0013362,dysarthria
CID000002818,CID000003954,C0699744,ear infection
CID000002818,CID000004543,C0043096,loss of weight
CID000002818,CID000004856,C0017152,gastric inflammation
CID000002818,CID000004748,C0011854,insulin dependent diabetes mellitus
CID000002818,CID000004745,C0004144,atelectasis
CID000002818,CID000003516,C0032285,neumonia
CID000002818,CID000005095,C0043094,weight gain
CID000002818,CID000004158,C0043096,loss of weight
CID000002818,CID000003780,C0011168,deglutition disorder
CID000002818,CID000002891,C0750426,increased white blood cell count
CID000002818,CID000004054,C0750426,increased white blood cell count
CID000002818,CID000004679,C0017152,gastric inflammation
CID000002818,CID000003661,C0013362,dysarthria
CID000002818,CID005311048,C0013221,drug toxicity NOS
CID000002818,CID000027991,C0020456,hyperglycaemia
CID000002818,CID000004909,C0750426,increased white blood cell count
CID000002818,CID000004900,C0038454,apoplexy
CID000002818,CID000005978,C0013221,drug toxicity NOS
CID000002818,CID000005077,C0085631,agitated
CID000002818,CID000060184,C0017152,gastric inflammation
CID000002818,CID000003883,C0014009,empyema
CID000002818,CID000003062,C0038454,apoplexy
CID000002818,CID000002949,C0027051,heart attack
CID000002818,CID000005650,C0085631,agitated
CID000002818,CID000005376,C0015732,faecal incontinence
CID000002818,CID000110635,C0002792,anaphylactic reaction
CID000004054,CID000060865,C0497156,Adenopathy
CID000004054,CID000004170,C0041834,erythema
CID000004054,CID000019090,C0151786,muscle weakness
CID000004054,CID000005391,C0522055,abnormal ECG
CID000004054,CID000005394,C0040034,thrombocytopenia
CID000004054,CID000062924,C0043096,loss of weight
CID000004054,CID000005358,C0027497,nausea
CID000004054,CID000004585,C0038454,apoplexy
CID000004054,CID000160051,C0043096,loss of weight
CID000004054,CID006398525,C0009806,constipated
CID000004054,CID000004510,C0043096,loss of weight
CID000004054,CID000152945,C0011168,deglutition disorder
CID000004054,CID000060854,C0043096,loss of weight
CID000004054,CID000060852,C0152031,joint swelling
CID000004054,CID000004819,C0007820,cerebral vascular disorder
CID000004054,CID000004889,C0038454,apoplexy
CID000004054,CID000005376,C0151908,dry skin
CID000004054,CID000004543,C0017601,glaucoma
CID000004054,CID000077999,C0038454,apoplexy
CID000004054,CID000004679,C0008325,cholecystitis
CID000004054,CID000005650,C0522055,abnormal ECG
CID000004054,CID000004900,C0041834,erythema
CID000004054,CID000005095,C0038454,apoplexy
CID000004054,CID000163742,C0013491,ecchymoses
CID000004054,CID000005478,C0020443,elevated cholesterol
CID000004054,CID000170361,C0038454,apoplexy
CID000004054,CID000004158,C0042384,angiitis
CID000004054,CID000004691,C0013362,dysarthria
CID000004054,CID000004236,C0497156,Adenopathy
CID000004054,CID000005512,C0522055,abnormal ECG
CID000004054,CID000004927,C0043096,loss of weight
CID000004054,CID000122316,C0043094,weight gain
CID000004054,CID000005245,C0038454,apoplexy
CID000004054,CID000057537,C0040034,thrombocytopenia
CID000004054,CID000005073,C0151611,abnormal EEG
CID000004054,CID000005077,C0004144,atelectasis
CID000004054,CID000004205,C0085614,Atrioventricular block first degree
CID000004054,CID000004909,C0043096,loss of weight
CID000004054,CID000005732,C0702166,Acne
CID000004054,CID000004173,C0013221,drug toxicity NOS
CID000004054,CID003468412,C0013221,drug toxicity NOS
CID000004054,CID000005544,C0013362,dysarthria
CID000004054,CID000005523,C0497156,Adenopathy
CID000004054,CID000005152,C0043096,loss of weight
CID000004054,CID000005487,C0038454,apoplexy
CID000077999,CID003468412,C0043096,loss of weight
CID000077999,CID000170361,C0043096,loss of weight
CID000077999,CID005311082,C0010054,arteriosclerotic heart disease
CID000077999,CID000163742,C0020456,hyperglycaemia
CID000077999,CID006398525,C0017152,gastric inflammation
CID000077999,CID005311048,C0009806,constipated
CID000077999,CID000667490,C0043096,loss of weight
CID000077999,CID000110635,C0013362,dysarthria
CID000077999,CID000152945,C0043096,loss of weight
CID000077999,CID000160051,C0020538,High blood pressure
CID000004107,CID000004894,C0011168,deglutition disorder
CID000004107,CID000110635,C0020443,elevated cholesterol
CID000004107,CID000004510,C0004601,back injury
CID000004107,CID000004236,C0042384,angiitis
CID000004107,CID000005544,C0004601,back injury
CID000004107,CID000005732,C0497156,Adenopathy
CID000004107,CID000005245,C0038454,apoplexy
CID000004107,CID000005391,C0017152,gastric inflammation
CID000004107,CID000005719,C0038454,apoplexy
CID000004107,CID000060865,C0027441,nasopharyngitis
CID000004107,CID000062924,C0008325,cholecystitis
CID000004107,CID000005487,C0017152,gastric inflammation
CID000004107,CID000004900,C0497156,Adenopathy
CID000004107,CID000004679,C0017152,gastric inflammation
CID000004107,CID000004585,C0017152,gastric inflammation
CID000004107,CID000004736,C0038454,apoplexy
CID000004107,CID000004205,C0497156,Adenopathy
CID000004107,CID005381226,C0017152,gastric inflammation
CID000004107,CID006398525,C0043096,loss of weight
CID000004107,CID000170361,C0004601,back injury
CID000004107,CID000004856,C0497156,Adenopathy
CID000004107,CID000005073,C0017152,gastric inflammation
CID000004107,CID000004614,C0017152,gastric inflammation
CID000004107,CID000004927,C0497156,Adenopathy
CID000004107,CID000004889,C0231807,Dyspnea exertional
CID000004107,CID000005152,C0497156,Adenopathy
CID000004107,CID000005195,C0011616,contact dermatitis
CID000004107,CID000005352,C0017152,gastric inflammation
CID000004107,CID000005095,C0004144,atelectasis
CID000004107,CID000060854,C0043094,weight gain
CID000004107,CID000005650,C0016665,fracture nonunion
CID000004107,CID000019090,C0030193,Pain
CID000004107,CID000005523,C0017152,gastric inflammation
CID000004107,CID000005358,C0085631,agitated
CID000004107,CID000004691,C0017152,gastric inflammation
CID000004107,CID000010631,C0020443,elevated cholesterol
CID000004107,CID000004170,C0013221,drug toxicity NOS
CID000004107,CID000004173,C0017152,gastric inflammation
CID000004107,CID000005512,C0497156,Adenopathy
CID000004107,CID000004158,C0016665,fracture nonunion
CID000004107,CID000004543,C0017152,gastric inflammation
CID000004107,CID006447131,C0019209,enlarged liver
CID000004107,CID003468412,C0497156,Adenopathy
CID000005391,CID000005584,C0009806,constipated
CID000005391,CID000005732,C0017152,gastric inflammation
CID000005391,CID000115237,C0009806,constipated
CID000005391,CID000038904,C0041834,erythema
CID000005391,CID000005487,C0025637,methaemoglobinaemia
CID000005391,CID000071329,C0027441,nasopharyngitis
CID000005391,CID000008953,C0151714,hypermagnesemia
CID000005391,CID000060787,C0522055,abnormal ECG
CID000005391,CID006447131,C0011168,deglutition disorder
CID000005391,CID000074989,C0002871,anaemia
CID000005391,CID000057469,C0010054,arteriosclerotic heart disease
CID000005391,CID000005394,C0043096,loss of weight
CID000005391,CID000152945,C0004144,atelectasis
CID000005391,CID000060184,C0017152,gastric inflammation
CID000005391,CID000005978,C0497156,Adenopathy
CID000005391,CID003468412,C0017152,gastric inflammation
CID000005391,CID000060852,C0018099,gout
CID000005391,CID000005523,C0008325,cholecystitis
CID000005391,CID000005650,C0026987,Bone marrow fibrosis
CID000005391,CID000163742,C0040034,thrombocytopenia
CID000005391,CID006398525,C0026986,myelodysplasia
CID000005391,CID000010631,C0008325,cholecystitis
CID000005391,CID000110635,C0038454,apoplexy
CID000005391,CID000019090,C0008325,cholecystitis
CID000005391,CID000657298,C0027497,nausea
CID000005391,CID000005512,C0017152,gastric inflammation
CID000005391,CID000005719,C0004601,back injury
CID000005391,CID005381226,C0027497,nausea
CID000005391,CID000036339,C0004144,atelectasis
CID000005391,CID000005645,C0019209,enlarged liver
CID000005391,CID000170361,C0497156,Adenopathy
CID000005391,CID000667490,C0013221,drug toxicity NOS
CID000005391,CID000060854,C0008325,cholecystitis
CID000005391,CID005311048,C0025637,methaemoglobinaemia
CID000005391,CID000062924,C0008325,cholecystitis
CID000005391,CID000005544,C0017152,gastric inflammation
CID000005391,CID000125017,C0009806,constipated
CID000005391,CID000005478,C0043096,loss of weight
CID000005391,CID000122316,C0003467,Anxiety
CID000005391,CID005311082,C0040034,thrombocytopenia
CID000005391,CID000060865,C0041834,erythema
CID000657298,CID005311048,C0011991,diarrhea
CID000657298,CID003468412,C0011991,diarrhea
CID000010631,CID000667490,C0004144,atelectasis
CID000010631,CID005311048,C0043096,loss of weight
CID000010631,CID000016231,C0042029,Infection Urinary Tract
CID000010631,CID000019090,C0017152,gastric inflammation
CID000010631,CID000038904,C0151706,bleeding Vaginal
CID000010631,CID000115237,C0235660,galactorrhea
CID000010631,CID000060852,C0017152,gastric inflammation
CID000010631,CID000060854,C0004604,Back Ache
CID000010631,CID003468412,C0699744,ear infection
CID000010631,CID000170361,C0004601,back injury
CID000010631,CID000062924,C0231807,Dyspnea exertional
CID000010631,CID006398525,C0017152,gastric inflammation
CID000004736,CID000004927,C0038454,apoplexy
CID000004736,CID000005358,C0038454,apoplexy
CID000004736,CID000004900,C0038454,apoplexy
CID000004736,CID000005732,C0043096,loss of weight
CID000004736,CID000005487,C0043094,weight gain
CID000004736,CID000005523,C0043096,loss of weight
CID000005523,CID000019090,C0522055,abnormal ECG
CID000005523,CID000005544,C0017152,gastric inflammation
CID000005523,CID006398525,C0017152,gastric inflammation
CID000005523,CID000038904,C0017152,gastric inflammation
CID000005523,CID000005732,C0008325,cholecystitis
CID000005523,CID000005650,C0008325,cholecystitis
CID000005523,CID000062924,C0341858,adenomyosis
CID000005523,CID000027686,C0012833,dizziness
CID000005523,CID000074989,C0007642,cellulitis
CID000005523,CID005311048,C0522055,abnormal ECG
CID000005523,CID000060865,C0497156,Adenopathy
CID000005523,CID000160051,C0019209,enlarged liver
CID000005523,CID000060852,C0011615,allergic dermatitis
CID000005523,CID003468412,C0497156,Adenopathy
CID000005523,CID000016231,C0019209,enlarged liver
CID000005523,CID000110635,C0042384,angiitis
CID000005523,CID000170361,C0043096,loss of weight
CID000005523,CID000012536,C0012833,dizziness
CID000005523,CID000005719,C0041834,erythema
CID000005523,CID000152945,C0011168,deglutition disorder
CID000005523,CID000005978,C0043096,loss of weight
CID000005523,CID000005645,C0043094,weight gain
CID000005523,CID000060854,C0041834,erythema
CID000057469,CID000062924,C0015230,eruption
CID000000119,CID000005645,C0019348,herpes simplex
CID000000119,CID000003440,C0041834,erythema
CID000000119,CID000001117,C0020538,High blood pressure
CID000000119,CID000003883,C0017152,gastric inflammation
CID000000119,CID000001983,C0151611,abnormal EEG
CID000000119,CID000002907,C0042384,angiitis
CID000000119,CID000039765,C0041834,erythema
CID000000119,CID000004679,C0004144,atelectasis
CID000000119,CID000004900,C0015230,eruption
CID000000119,CID000002265,C0042384,angiitis
CID000000119,CID000002656,C0011168,deglutition disorder
CID000000119,CID000003405,C0042384,angiitis
CID000000119,CID000008953,C0009676,confusion
CID000000119,CID000002022,C0042384,angiitis
CID000000119,CID000003325,C0151714,hypermagnesemia
CID000000119,CID000004173,C0151611,abnormal EEG
CID000000119,CID000002771,C0085166,bacterial vaginitis
CID000000119,CID000004894,C0042384,angiitis
CID000002130,CID000003780,C0442874,neuropathy
CID000002130,CID000004745,C0017152,gastric inflammation
CID000002130,CID000003325,C0017152,gastric inflammation
CID000002130,CID000002662,C0042384,angiitis
CID000002130,CID000004691,C0038454,apoplexy
CID000002130,CID000003405,C0042384,angiitis
CID000002130,CID000004158,C0004601,back injury
CID000002130,CID000002656,C0038525,subarachnoid haemorrhage
CID000002130,CID000003883,C0004601,back injury
CID000002130,CID000003062,C0003811,Arrhythmia
CID000002130,CID000002891,C0003504,aortic regurgitation
CID000002130,CID000005195,C0020538,High blood pressure
CID000002130,CID000004900,C0042384,angiitis
CID000002130,CID000005650,C0043094,weight gain
CID000002130,CID000005095,C0013362,dysarthria
CID000002130,CID000002524,C0032290,aspiration pneumonia
CID000002130,CID000003345,C0042384,angiitis
CID000002130,CID000002771,C0008325,cholecystitis
CID000002130,CID000004178,C0020649,arterial pressure NOS decreased
CID000002130,CID000004543,C0043096,loss of weight
CID000002130,CID000005512,C0042384,angiitis
CID000002130,CID000002806,C0008325,cholecystitis
CID000002130,CID000005073,C0750426,increased white blood cell count
CID000002130,CID000005077,C0042384,angiitis
CID000002130,CID000004889,C0553730,chondrocalcinosis pyrophosphate
CID000002130,CID000005487,C0032285,neumonia
CID000002130,CID000004236,C0008325,cholecystitis
CID000002130,CID000002284,C0038454,apoplexy
CID000002130,CID000005245,C0031099,periodontitis
CID000002130,CID000005732,C0042384,angiitis
CID000002130,CID000003676,C0043096,loss of weight
CID000002130,CID000002462,C0042384,angiitis
CID000002130,CID000005645,C0038525,subarachnoid haemorrhage
CID000002130,CID000003440,C0030193,Pain
CID000002130,CID000003961,C0497327,amentia
CID000002130,CID000005152,C0008325,cholecystitis
CID000002130,CID000003516,C0004601,back injury
CID000002130,CID000004679,C0042384,angiitis
CID000002130,CID000003075,C0043096,loss of weight
CID000002130,CID000004585,C0008325,cholecystitis
CID000002130,CID000004894,C0008325,cholecystitis
CID000002130,CID000060854,C0040034,thrombocytopenia
CID000002130,CID000062924,C0042384,angiitis
CID000002265,CID000003937,C0038454,apoplexy
CID000002265,CID000004691,C0497156,Adenopathy
CID000002265,CID000003961,C0497156,Adenopathy
CID000002265,CID000003883,C0008325,cholecystitis
CID000002265,CID000002771,C0497156,Adenopathy
CID000002265,CID000003440,C0042384,angiitis
CID000002265,CID000005152,C0043096,loss of weight
CID000002265,CID000003339,C0038454,apoplexy
CID000002265,CID006398525,C0042384,angiitis
CID000002265,CID000003749,C0043096,loss of weight
CID000002265,CID000004075,C0497156,Adenopathy
CID000002265,CID000004510,C0043096,loss of weight
CID000002265,CID000005645,C0013221,drug toxicity NOS
CID000002265,CID000667490,C0085602,excessive thirst
CID000002265,CID000004585,C0017152,gastric inflammation
CID000002265,CID000002662,C0041834,erythema
CID000002265,CID000005732,C0017152,gastric inflammation
CID000002265,CID000004173,C0017152,gastric inflammation
CID000002265,CID000005245,C0004604,Back Ache
CID000002265,CID000062924,C0231807,Dyspnea exertional
CID000002265,CID000003890,C0497156,Adenopathy
CID000002265,CID000003062,C0026986,myelodysplasia
CID000002265,CID000003954,C0043096,loss of weight
CID000002265,CID000004927,C0008325,cholecystitis
CID000002265,CID000005544,C0008325,cholecystitis
CID000002265,CID000004236,C0043094,weight gain
CID000002265,CID000002550,C0043096,loss of weight
CID000002265,CID000004894,C0043096,loss of weight
CID000002265,CID000003345,C0017152,gastric inflammation
CID000002265,CID000004205,C1456784,paranoia
CID000002265,CID000003658,C0013362,dysarthria
CID000002265,CID000003405,C0497156,Adenopathy
CID000002265,CID000002462,C0043096,loss of weight
CID000002265,CID000003676,C0042384,angiitis
CID000002265,CID000002405,C0043096,loss of weight
CID000002265,CID000002907,C0042384,angiitis
CID000002265,CID000003325,C0017152,gastric inflammation
CID000002265,CID000002541,C0018099,gout
CID000002265,CID000004900,C0008325,cholecystitis
CID000002265,CID000002803,C0036454,scotoma
CID000002265,CID000008953,C0235527,right heart failure
CID000002265,CID000002284,C0042384,angiitis
CID000002265,CID000004543,C0017152,gastric inflammation
CID000002265,CID003468412,C0318712,gastroenteritis viral
CID000002265,CID000002806,C0231807,Dyspnea exertional
CID000002265,CID000005650,C0043096,loss of weight
CID000002265,CID000002524,C0042384,angiitis
CID000002265,CID000003075,C0026986,myelodysplasia
CID000002265,CID000002891,C0026986,myelodysplasia
CID000002265,CID000004679,C0017152,gastric inflammation
CID000002265,CID000004889,C0030193,Pain
CID000002662,CID000004044,C0009806,constipated
CID000002662,CID000004236,C0497156,Adenopathy
CID000002662,CID000004748,C0030193,Pain
CID000002662,CID000004745,C0038454,apoplexy
CID000002662,CID000016231,C0013604,edema
CID000002662,CID000003261,C0004604,Back Ache
CID000002662,CID000005478,C0041834,erythema
CID000002662,CID000005732,C0017152,gastric inflammation
CID000002662,CID000003325,C0017152,gastric inflammation
CID000002662,CID000060854,C0004604,Back Ache
CID000002662,CID000060852,C0017152,gastric inflammation
CID000002662,CID000004666,C0041834,erythema
CID000002662,CID000163742,C0522055,abnormal ECG
CID000002662,CID000003345,C0008325,cholecystitis
CID000002662,CID000004585,C0017152,gastric inflammation
CID000002662,CID006398525,C0017152,gastric inflammation
CID000002662,CID000003405,C0008325,cholecystitis
CID000002662,CID000004173,C0017152,gastric inflammation
CID000002662,CID000005073,C0008325,cholecystitis
CID000002662,CID000005077,C0522055,abnormal ECG
CID000002662,CID000003043,C0011615,allergic dermatitis
CID000002662,CID000003148,C0017152,gastric inflammation
CID000002662,CID000002713,C0020443,elevated cholesterol
CID000002662,CID005311048,C0497156,Adenopathy
CID000002662,CID000004691,C0017152,gastric inflammation
CID000002662,CID000060787,C0019080,Bleeding
CID000002662,CID000003449,C0017152,gastric inflammation
CID000002662,CID000003440,C0017152,gastric inflammation
CID000002662,CID000110635,C0043096,loss of weight
CID000002662,CID000004189,C0043096,loss of weight
CID000002662,CID000004614,C0497156,Adenopathy
CID000002662,CID000019090,C0008325,cholecystitis
CID000002662,CID000071329,C0027441,nasopharyngitis
CID000002662,CID000160051,C0042384,angiitis
CID000002662,CID000003658,C0008325,cholecystitis
CID000002662,CID000170361,C0041834,erythema
CID000002662,CID000003075,C0013456,ear ache
CID000002662,CID000002806,C0017152,gastric inflammation
CID000002662,CID000004889,C0008325,cholecystitis
CID000002662,CID000008953,C0042384,angiitis
CID000002662,CID000003750,C0004610,Bacteraemia
CID000002662,CID000005245,C0008325,cholecystitis
CID000002662,CID000062924,C0497156,Adenopathy
CID000002662,CID000003410,C0042963,emesis
CID000002662,CID000002978,C0041834,erythema
CID000002662,CID000005512,C0041834,erythema
CID000002662,CID000002803,C0008325,cholecystitis
CID000002662,CID000004158,C0004601,back injury
CID000002662,CID000003516,C0497156,Adenopathy
CID000002662,CID000038904,C0497156,Adenopathy
CID000002662,CID000003706,C0017601,glaucoma
CID000002662,CID000002771,C0013456,ear ache
CID000002662,CID000005650,C0008325,cholecystitis
CID000002662,CID000027686,C0008325,cholecystitis
CID000002662,CID000003827,C0018099,gout
CID000002662,CID000003780,C0017152,gastric inflammation
CID000002662,CID000005095,C0041834,erythema
CID000002662,CID000004205,C0017152,gastric inflammation
CID000002662,CID000060865,C0026986,myelodysplasia
CID000002662,CID000004679,C0017152,gastric inflammation
CID000002662,CID000048175,C0043096,loss of weight
CID000002662,CID005493444,C0004096,asthma
CID000002662,CID000005394,C0043096,loss of weight
CID000002662,CID000667490,C0004604,Back Ache
CID000002662,CID000003676,C0008325,cholecystitis
CID000002662,CID000005544,C0008325,cholecystitis
CID000002662,CID000003059,C0043096,loss of weight
CID000002662,CID000012536,C0011854,insulin dependent diabetes mellitus
CID000002662,CID000003890,C0017152,gastric inflammation
CID000002662,CID000005352,C0037052,sick sinus syndrome
CID000002662,CID000005358,C0008325,cholecystitis
CID000002662,CID000004911,C0263912,rotator cuff syndrome
CID000002662,CID000071616,C0040034,thrombocytopenia
CID000002662,CID000125017,C0039231,heart rate increased
CID000002662,CID000004819,C0085631,agitated
CID000002662,CID000004138,C0043096,loss of weight
CID000002662,CID000003937,C0017152,gastric inflammation
CID000002662,CID000003062,C0004601,back injury
CID000002662,CID000003305,C0162529,colitis ischemic
CID000002662,CID000004543,C0017152,gastric inflammation
CID000002662,CID000004170,C0008325,cholecystitis
CID000002662,CID000004894,C0008320,cholecystectomies
CID000002662,CID000005487,C0017152,gastric inflammation
CID000002662,CID000003883,C0497156,Adenopathy
CID000002662,CID000004075,C0017152,gastric inflammation
CID000002662,CID000002891,C0017152,gastric inflammation
CID000002662,CID000004920,C0497156,Adenopathy
CID000002662,CID000004927,C0008325,cholecystitis
CID000002662,CID000131536,C0017152,gastric inflammation
CID000002662,CID000004856,C0497156,Adenopathy
CID000002662,CID000005376,C0497156,Adenopathy
CID000002662,CID006447131,C0043094,weight gain
CID000002662,CID000060184,C0043096,loss of weight
CID000002662,CID000003961,C0017152,gastric inflammation
CID000002662,CID000003339,C0008325,cholecystitis
CID000002662,CID000003333,C0008325,cholecystitis
CID000002662,CID000152945,C0426636,defaecation urgency
CID000002662,CID000004510,C0017152,gastric inflammation
CID000002662,CID000005645,C0020538,High blood pressure
CID000002662,CID009571074,C0318712,gastroenteritis viral
