Entities,Question_Background,Question,Answer,Label
Amlodipine-vincristine-Torasemide,"DRUG 1 NAME: Amlodipine
DRUG 1 SMILES: CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN

DRUG 2 NAME: vincristine
DRUG 2 SMILES: CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O

DRUG 3 NAME: Torasemide
DRUG 3 SMILES: CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C

DRUG 1 - DRUG 2 INTERACTION TRIPLE (subject-predicate-object): Amlodipine-Hydrogen Bonding-vincristine
DRUG 2 - DRUG 3 INTERACTION TRIPLE (subject-predicate-object): vincristine-Hydrogen Bonding-Torasemide","Which drug, distinguished by having a phenyl ring attached to a substituted pyridine core, an adjacent sulfonamide group, and two amide functionalities, participates in hydrogen bonding specifically with a large, multi-ring indole-containing alkaloid compound?",Torasemide,4
Salmeterol-Beta-3 adrenergic receptor,"DRUG NAME: Salmeterol
DRUG BACKGROUND INFORMATION: Salmeterol is a long-acting β2 adrenergic receptor agonist (LABA) used in the treatment and prevention of asthma symptoms and control of chronic obstructive pulmonary disease (COPD) symptoms. Symptoms of bronchospasm include shortness of breath, wheezing, coughing and chest tightness. It is also used to prevent breathing difficulties during exercise (exercise-induced bronchoconstriction).
It was patented in 1983 and came into medical use in 1990. It is marketed as Serevent in the US. It is available as a dry-powder inhaler (DPI) that releases a powdered form of the drug. It was previously available as a metered-dose inhaler (MDI) but was discontinued in the US in 2002. It is available as an MDI in other countries as of 2020.

PROTEIN NAME: Beta-3 adrenergic receptor
PROTEIN BACKGROUND INFORMATION: The beta-3 adrenergic receptor (β3-adrenoceptor), also known as ADRB3, is a beta-adrenergic receptor, and also denotes the human gene encoding it.

DRUG-PROTEIN INTERACTION TRIPLE (subject-predicate-object): Salmeterol-binding and activation-Beta-3 adrenergic receptor","Which member of the beta-adrenergic receptor family, encoded by the ADRB3 gene, is reported to be bound and activated by a long-acting β2 agonist frequently prescribed for asthma and COPD symptom management, as well as exercise-induced bronchoconstriction?",Beta-3 adrenergic receptor,6
Candesartan-Lamivudine-Metoprolol-Fulvestrant,"DRUG 1 NAME: Candesartan
DRUG 1 BACKGROUND INFORMATION: Candesartan is an angiotensin receptor blocker used mainly for the treatment of high blood pressure and congestive heart failure. Candesartan has a very low maintenance dose. Like olmesartan, the metabolism of the drug is unusual as it is a cascading prodrug. Candesartan has good bioavailibility and is the most potent by weight of the AT-1 receptor antagonists.
It was patented in 1990 and approved for medical use in 1997.

DRUG 2 NAME: Lamivudine
DRUG 2 BACKGROUND INFORMATION: Lamivudine, or 3TC, is a nucleoside reverse transcriptase inhibitor with efficacy against HIV-1, HIV-2, and chronic hepatitis B virus. It functions by competitive inhibition of HIV reverse transcriptase and hepatitis B virus polymerase, disrupting viral DNA synthesis. Clinically, lamivudine is integral to combination antiretroviral therapy, often co-administered with agents such as zidovudine, dolutegravir, and abacavir, and forms part of post-exposure prophylactic regimens. It is available for oral administration as liquid or tablet formulations, maintaining therapeutic flexibility through its dosing independence from food intake. While generally well-tolerated, adverse effects can include gastrointestinal disturbances, cephalalgia, asthenia, and respiratory symptoms; however, clinicians must vigilantly monitor for hepatotoxicity, lactic acidosis, and hepatitis B exacerbations. Suitable for patients over three months and deemed safe in pregnancy, lamivudine is recognized as an essential medicine, underscoring its pivotal role in antiretroviral pharmacotherapy despite potential genotypic resistance mutations.

DRUG 3 NAME: Metoprolol
DRUG 3 BACKGROUND INFORMATION: Metoprolol, a cardioselective β1-adrenergic receptor antagonist, is clinically utilized in the management of angina pectoris, hypertension, tachyarrhythmias, post-myocardial infarction secondary prophylaxis, and migraine prophylaxis. Its therapeutic efficacy is mediated via negative chronotropic and inotropic effects which result in decreased myocardial oxygen demand and improved exercise tolerance. The pharmacokinetics of metoprolol is influenced by hepatic cytochrome P450 2D6 isoenzyme variability leading to significant interpatient variability in drug metabolism, necessitating individualized dosing. Adverse effects prominently include insomnia, asthenia, presyncope, and gastrointestinal disturbances, with higher doses presenting risk for pronounced toxicity. Though teratogenic risk during pregnancy has not been conclusively excluded, its excretion into breast milk is considered clinically insignificant. Metoprolol is widely dispensed, reflecting its inclusion in the WHO's Essential Medicines, and its prescription frequency underscores its pivotal role in cardiovascular therapeutics.

DRUG 4 NAME: Fulvestrant
DRUG 4 BACKGROUND INFORMATION: Fulvestrant, sold under the brand name Faslodex among others, is an antiestrogenic medication used to treat hormone receptor (HR)-positive metastatic breast cancer in postmenopausal women with disease progression as well as HR-positive, HER2-negative advanced breast cancer in combination with abemaciclib or palbociclib in women with disease progression after endocrine therapy. It is given by injection into a muscle.
Fulvestrant is a selective estrogen receptor degrader (SERD) and was first-in-class to be approved. It works by binding to the estrogen receptor and destabilizing it, causing the cell's normal protein degradation processes to destroy it.
Fulvestrant was approved for medical use in the United States in 2002.

DRUG 1 - DRUG 2 INTERACTION TRIPLE (subject-predicate-object): Candesartan-cholecystitis-Lamivudine
DRUG 2 - DRUG 3 INTERACTION TRIPLE (subject-predicate-object): Lamivudine-dysarthria-Metoprolol
DRUG 3 - DRUG 4 INTERACTION TRIPLE (subject-predicate-object): Metoprolol-abdominal pain upper-Fulvestrant","A patient with a history of cardiovascular disease is being managed with a cardioselective β1-adrenergic antagonist known to require individualized dosing due to hepatic enzyme variability and associated with side effects such as insomnia and gastrointestinal disturbances. If this patient begins therapy with an antiestrogenic injectable agent that degrades estrogen receptors to treat hormone receptor-positive metastatic breast cancer after progression on endocrine therapy, which agent—approved in the US in 2002—might increase this patient's risk of experiencing upper abdominal pain through its interaction with the cardiovascular medication?",Fulvestrant,2
Carvedilol-solifenacin,"DRUG 1 NAME: Carvedilol
DRUG 1 BACKGROUND INFORMATION: Carvedilol, a nonselective beta-adrenergic blocker with alpha-1 adrenergic receptor antagonism, is clinically utilized for managing hypertension and chronic heart failure with reduced ejection fraction (HFrEF), often despite beta-blockers not being preferred first-line antihypertensives due to inferior cardiovascular outcomes and safety profiles relative to alternative hypertensives. While its pharmacodynamic mechanisms contributing to therapeutic efficacy in HFrEF remain incompletely elucidated, vasodilation resultant from alpha-1 blockade may play a role. Adverse reactions encompass orthostatic hypotension, asthenia, arthralgia, nausea, and dyspnea, with bronchospasm as a potential severe manifestation. The drug's pharmacokinetics necessitate cautious use during gestation and lactation and contraindicate administration in hepatic impairment cases. Despite exhibiting a broad safety spectrum, carvedilol's utilization extends to over 17 million annual prescriptions in the U.S., affirming its presence on the WHO's List of Essential Medicines and availability in generic formulations.

DRUG 2 NAME: solifenacin
DRUG 2 BACKGROUND INFORMATION: Solifenacin, sold as the brand name Vesicare among others, is a medicine used to treat overactive bladder and neurogenic detrusor overactivity (NDO). It may help with incontinence, urinary frequency, and urinary urgency. 
Benefits appear similar to other medications in the class. It is taken by mouth.
Common side effects include dry mouth, constipation, and urinary tract infection. Severe side effects may include urinary retention, QT prolongation, hallucinations, glaucoma, and anaphylaxis. It is unclear if use is safe during pregnancy. It is of the antimuscarinic class and works by decreasing bladder contractions.
Solifenacin was approved for medical use in the United States in 2004. In 2022, it was the 210th most commonly prescribed medication in the United States, with more than 1 million prescriptions.

DRUG-DRUG INTERACTION TRIPLE (subject-predicate-object): Carvedilol-belching-solifenacin","Which drug, commonly prescribed for overactive bladder and belonging to the antimuscarinic class, is associated with belching when co-administered with a nonselective beta-adrenergic blocker that also blocks alpha-1 receptors?",solifenacin,0
Ketoprofen-oxybutynin,"DRUG 1 NAME: Ketoprofen
DRUG 1 BACKGROUND INFORMATION: Ketoprofen is one of the propionic acid class of nonsteroidal anti-inflammatory drugs (NSAID) with analgesic and antipyretic effects. It acts by inhibiting the body's production of prostaglandin.
It was patented in 1967 and approved for medical use in 1980.

DRUG 2 NAME: oxybutynin
DRUG 2 BACKGROUND INFORMATION: Oxybutynin, marketed as Ditropan, is a quintessential anticholinergic agent employed predominantly for the amelioration of overactive bladder symptoms, capitalizing on its potent antimuscarinic properties that effectively circumvent acetylcholine-mediated smooth muscle contractions. Its pharmacotherapeutic action, analogous to tolterodine, darifenacin, and solifenacin, renders it a superior first-line therapeutic option due to its robust safety and efficacy profile over prolonged usage, despite plausible off-label utilizations in hyperhidrosis management. Contrarily, its application for pediatric nocturnal enuresis has seen diminished prevalence, given its questionable efficacy. Administrable orally or transdermally, oxybutynin's pharmacokinetic profile necessitates vigilance regarding adverse effects such as xerostomia, gastrointestinal hypomotility, and thermoregulatory dysfunction, encompassing severe sequelae like urinary retention and thermophilic impairments manifesting as heat stroke. Its teratogenic and lactogenic safety paradigms remain speculative, underscoring the need for judicious administration during pregnancy and lactation. As a generically available pharmacologic entity, it maintains substantial prescription frequency, embodying a pivotal role in managing cholinergic-mediated urological disorders.

DRUG-DRUG INTERACTION TRIPLE (subject-predicate-object): Ketoprofen-gastric inflammation-oxybutynin","Which drug, when co-administered with another that functions by antagonizing acetylcholine-mediated smooth muscle contractions for overactive bladder management, is associated with an increased risk of gastric inflammation?",Ketoprofen,0
Candesartan-Duloxetine,"DRUG 1 NAME: Candesartan
DRUG 1 SMILES: CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O

DRUG 2 NAME: Duloxetine
DRUG 2 SMILES: CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32

DRUG-DRUG INTERACTION TRIPLE (subject-predicate-object): Candesartan-π-π Stacking Interaction-Duloxetine","Which drug, among the pair where one has an imidazole-like pentazole ring attached to a biphenyl scaffold with a carboxylic acid group, and the other features a thiophene ring linked to a naphthyl ether and a secondary amine, can participate in a π-π stacking interaction with the other?",Duloxetine,3
Candesartan-Fenofibrate-Modafinil-Pamidronic acid,"DRUG 1 NAME: Candesartan
DRUG 1 SMILES: CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O

DRUG 2 NAME: Fenofibrate
DRUG 2 SMILES: CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl

DRUG 3 NAME: Modafinil
DRUG 3 SMILES: C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N

DRUG 4 NAME: Pamidronic acid
DRUG 4 SMILES: C(CN)C(O)(P(=O)(O)O)P(=O)(O)O

DRUG 1 - DRUG 2 INTERACTION TRIPLE (subject-predicate-object): Candesartan-Pi-Pi Stacking-Fenofibrate
DRUG 2 - DRUG 3 INTERACTION TRIPLE (subject-predicate-object): Fenofibrate-Aromatic π-π Stacking-Modafinil
DRUG 3 - DRUG 4 INTERACTION TRIPLE (subject-predicate-object): Modafinil-Hydrogen Bonding-Pamidronic acid","Which drug, structurally characterized by the presence of two phosphonic acid groups, a primary amine, and lacking aromatic rings, is capable of forming hydrogen bonds with a sulfinyl- and amide-containing benzhydryl derivative that itself stacks via aromatic interactions with a chlorinated aryl ketone ether?",Pamidronic acid,5
Lamotrigine-Amiloride,"DRUG 1 NAME: Lamotrigine
DRUG 1 BACKGROUND INFORMATION: Lamotrigine, a phenyltriazine anticonvulsant, is primarily utilized in the pharmacological management of epilepsy, encompassing focal, tonic-clonic, and Lennox-Gastaut syndrome seizures, as well as serving as a mood-stabilizing agent in bipolar disorder. While it does not consistently ameliorate acute depressive states in bipolar disorders outside of severe depression contexts, it efficaciously mitigates the risk of recurrent depressive episodes in euthymic individuals. Additionally, lamotrigine is prescribed off-label for major depressive disorder and depersonalization-derealization disorder. Its pharmacodynamics are hypothesized to involve the inhibition of excitatory neurotransmitter release through modulation of voltage-sensitive sodium channels and voltage-gated calcium channels. Despite its therapeutic efficacy, lamotrigine's adverse effect profile includes both common side effects such as nausea, somnolence, headache, emesis, ataxia, and dermatological reactions, and serious reactions like hemolytic anemia, suicidality, and potentially fatal Stevens–Johnson syndrome.

DRUG 2 NAME: Amiloride
DRUG 2 BACKGROUND INFORMATION: Amiloride, marketed as Midamor, is a potassium-sparing diuretic frequently employed adjunctively with thiazide or loop diuretics for managing hypertension and edematous states associated with heart failure or hepatic cirrhosis, administered orally. Its pharmacodynamic profile is characterized by inhibition of epithelial sodium channels (ENaC) within the late distal convoluted tubule, connecting tubule, and collecting duct, culminating in attenuated sodium reabsorption and concurrent preservation of potassium levels, manifested as reduced urinary potassium excretion. The pharmacokinetic parameters indicate a two-hour onset of action with a duration spanning approximately 24 hours. Adverse effects predominantly encompass hyperkalemia, pertinent to individuals with renal impairment, advanced age, or diabetes mellitus, along with gastrointestinal disturbances, dermatological reactions, and cephalalgia.

DRUG-DRUG INTERACTION TRIPLE (subject-predicate-object): Lamotrigine-weight gain-Amiloride","Which medication—used as a phenyltriazine anticonvulsant with mood-stabilizing properties in epilepsy and bipolar disorder, or as a potassium-sparing diuretic prescribed to counteract hypokalemia in patients treated with thiazide or loop diuretics—has been observed to cause weight gain when taken in conjunction with the other?",Amiloride,0
Candesartan-Sildenafil,"DRUG 1 NAME: Candesartan
DRUG 1 SMILES: CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O

DRUG 2 NAME: Sildenafil
DRUG 2 SMILES: CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C

DRUG-DRUG INTERACTION TRIPLE (subject-predicate-object): Candesartan-Hydrogen Bonding-Sildenafil","Which of the two drugs, the one featuring a tetrazole ring fused to biphenyl and imidazole moieties or the one containing a piperazine ring sulfonated and connected to a pyrazolopyrimidinone core, acts as the hydrogen bond donor or acceptor in its interaction with the other?",Candesartan,3
Bumetanide-vincristine-Torasemide,"DRUG 1 NAME: Bumetanide
DRUG 1 BACKGROUND INFORMATION: Bumetanide, a potent loop diuretic prominently utilized for amelioration of edema due to congestive heart failure, hepatic cirrhosis, or renal insufficiency, operates by robustly inhibiting the sodium-potassium-chloride cotransporter in the thick ascending limb of Henle's loop, consequently attenuating sodium reabsorption, enhancing natriuresis and diuresis. Although not the antihypertensive of first choice, its rapid onset post-oral or parenteral administration—manifesting within one hour with a diuretic effect persisting approximately six hours—renders it efficacious in scenarios refractory to alternative agents. The pharmacodynamic profile necessitates vigilant monitoring for electrolyte imbalances, notably hypokalemia, and adverse nephrological manifestations, in addition to more rare ototoxic and hematologic complications. Routine laboratory evaluations, including serum electrolytes and renal function tests, are advocated during therapy. Bumetanide's teratogenic risks remain inconclusive, advising prudence during gestation and lactation. The extensive clinical utilization underscores its inclusion in the World Health Organization’s compendium of essential medicines, despite its preferential status as a secondary option in hypertension management.

DRUG 2 NAME: vincristine
DRUG 2 BACKGROUND INFORMATION: Vincristine, a vinca alkaloid derived from Catharanthus roseus, acts as a mitotic inhibitor by binding to tubulin, thus disrupting microtubule assembly and arresting metaphase progression in neoplastic cells. Clinically administered intravenously, it exhibits therapeutic efficacy against malignancies such as acute lymphoblastic leukemia, acute myeloid leukemia, Hodgkin's lymphoma, neuroblastoma, and small cell lung carcinoma. Its pharmacological profile is marked by both neuropathic and systemic side effects, including peripheral neuropathy, alopecia, gastrointestinal stasis, and neuromuscular impairments, alongside potential for severe toxicities like myelosuppression and pulmonary compromise. Teratogenic risks contraindicate its use in gravid patients. Owing to its profound neurotoxicity, inadvertent intrathecal administration can precipitate fatal outcomes, underscoring the critical importance of adhering to strict administration protocols. Recognized for its oncologic utility, vincristine remains a cornerstone agent within chemotherapeutic regimens and is listed on the WHO's Essential Medicines index.

DRUG 3 NAME: Torasemide
DRUG 3 BACKGROUND INFORMATION: Torasemide, also known as torsemide, is a diuretic medication used to treat fluid overload due to heart failure, kidney disease, and liver disease. It is a less preferred treatment for high blood pressure. It is taken by mouth or by injection into a vein.
Common side effects include headache, increased urination, diarrhea, cough, and dizziness. Other side effects may include hearing loss and low blood potassium. Torasemide is a sulfonamide and loop diuretic. Use is not recommended in pregnancy or breastfeeding. It works by decreasing the reabsorption of sodium by the kidneys.
Torasemide was patented in 1974 and came into medical use in 1993. It is on the World Health Organization's List of Essential Medicines. It is available as a generic medication. In 2022, it was the 184th most commonly prescribed medication in the United States, with more than 2 million prescriptions.

DRUG 1 - DRUG 2 INTERACTION TRIPLE (subject-predicate-object): Bumetanide-neumonia-vincristine
DRUG 2 - DRUG 3 INTERACTION TRIPLE (subject-predicate-object): vincristine-drug toxicity NOS-Torasemide
","A loop diuretic utilized primarily for edema in cardiac, hepatic, or nephrological conditions, due to its inhibition of sodium-potassium-chloride cotransporter, can increase the risk of pneumonia when coadministered with a vinca alkaloid chemotherapeutic that impairs microtubule assembly, induces neuropathic side effects, and is strictly administered intravenously to avoid fatal complications. This chemotherapeutic agent, when combined with another sulfonamide loop diuretic—often prescribed orally or intravenously for fluid overload from heart, kidney, or liver disease and known for adverse effects like hearing loss and hypokalemia—can result in unspecified drug toxicity. Which medication, used for fluid overload and available as a generic based on a 1974 patent, is implicated in this toxicity interaction?",Torasemide,1
acetazolamide-Citalopram-Fluphenazine-Alpha-1B adrenergic receptor,"DRUG 1 NAME: acetazolamide
DRUG 1 BACKGROUND INFORMATION: Acetazolamide, marketed under the trade name Diamox, serves as a versatile pharmaceutical agent within the realm of carbonic anhydrase inhibitors, effectively modulating intraocular pressure via the diminution of aqueous humor production and osmolality. Its clinical utility spans across conditions such as glaucoma—both open-angle and acute angle closure—epilepsy, acute mountain sickness, periodic paralysis, idiopathic intracranial hypertension, and heart failure, with an ancillary role in urinary alkalinization. Therapeutic administration is achievable through oral and intravenous modalities. Mechanistically, acetazolamide exerts its effects by disrupting the equilibria of carbon dioxide hydration and subsequent bicarbonate ion production, thereby reducing intracellular hydrogen ion availability. The pharmacodynamic profile encompasses neuro-sensory side effects like paresthesia and tinnitus, alongside anorexia, emesis, and somnolence. Contraindications are notable in individuals with renal or hepatic impairment, and those with hypersensitivity to sulfonamide derivatives. As a diuretic and enzymatic inhibitor, it holds a position on the WHO's List of Essential Medicines, emphasizing its critical global accessibility as a generic formulation.

DRUG 2 NAME: Citalopram
DRUG 2 BACKGROUND INFORMATION: Citalopram, a chiral bicyclic phthalane derivative and selective serotonin reuptake inhibitor (SSRI), is primarily employed in the pharmacotherapy of major depressive disorder, obsessive-compulsive disorder, panic disorder, and social phobia through modulation of serotonergic neurotransmission. The therapeutic latency ranges from one to four weeks post-administration. It is predominantly administered orally, though parenteral administration via intravenous injection is utilized in specific regions to expedite therapeutic onset. The pharmacokinetic profile of citalopram encompasses hepatic metabolism predominantly via CYP2C19, CYP3A4, and CYP2D6, yielding demethylated metabolites. It is imperative to monitor for adverse reactions, including, but not limited to, gastrointestinal disturbances, insomnia, sexual dysfunction, tremors, somnolence, hyperhidrosis, serotonin toxicity, and cardiotoxicity as manifested by QT interval prolongation. Contraindications entail concurrent MAO inhibitor therapy due to risk of serotonin syndrome and potential teratogenicity warrants cautious use in pregnancy. The potential for exacerbating suicidality in individuals under 25 necessitates vigilant monitoring. Citalopram's clinical prominence is evidenced by its inclusion in the WHO's List of Essential Medicines and its extensive prescribing frequency in the United States, underscoring its integral role in psychiatric treatment regimens.

DRUG 3 NAME: Fluphenazine
DRUG 3 BACKGROUND INFORMATION: Fluphenazine is a high-affinity typical antipsychotic of the phenothiazine cohort primarily prescribed for chronic psychotic disorders such as schizophrenia, offering efficacy comparable to chlorpromazine. Administered via oral, intramuscular, subcutaneous routes—or as a long-acting depot, fluphenazine decanoate—this compound exhibits prolonged dopaminergic antagonism with an extended half-life conducive to monthly dosing regimens. Notably contraindicated in severe depressive states, its pharmacological action is ascribed to dopamine receptor blockade, though precision in its mechanism remains indeterminate. The pharmacodynamic profile of fluphenazine entails extrapyramidal symptoms, somnolence, depressive mood alterations, and metabolic side effects, with grave adverse events encompassing neuroleptic malignant syndrome, agranulocytosis, and irreversible tardive dyskinesia. Moreover, in the geriatric cohort with dementia-related psychoses, mortality risk is potentiated. Prolactin secretion perturbations may elicit galactorrhea, gynecomastia, erectile dysfunction, and amenorrhea, with teratogenic safety in gestation unresolved. Chronic administration associates with hepatocellular enzyme elevation in a substantial patient subset. Despite its broad utilization reflected in its inclusion on the World Health Organization's Essential Medicines list, its production cessation in some regions underscores its dynamic availability landscape.

PROTEIN NAME: Alpha-1B adrenergic receptor
PROTEIN BACKGROUND INFORMATION: The alpha-1B adrenergic receptor (α1B-adrenoreceptor), also known as ADRA1B, is an alpha-1 adrenergic receptor, and also denotes the human gene encoding it. The crystal structure of the α1B-adrenergic receptor has been determined in complex with the inverse agonist (+)-cyclazosin.

DRUG 1 - DRUG 2 INTERACTION TRIPLE (subject-predicate-object): acetazolamide-Back Ache-Citalopram
DRUG 2 - DRUG 3 INTERACTION TRIPLE (subject-predicate-object): Citalopram-cholecystitis-Fluphenazine
DRUG 3 - PROTEIN INTERACTION TRIPLE (subject-predicate-object): Fluphenazine-binding and inhibition-Alpha-1B adrenergic receptor","A typical antipsychotic belonging to the phenothiazine class, often given as a long-acting depot formulation for chronic psychotic disorders and known to induce extrapyramidal symptoms, binds to and inhibits which protein whose crystal structure was solved in complex with (+)-cyclazosin?",Alpha-1B adrenergic receptor,8
Amlodipine-Dexpramipexole-Ticlopidine,"DRUG 1 NAME: Amlodipine
DRUG 1 BACKGROUND INFORMATION: Amlodipine, a dihydropyridine-type long-acting calcium channel antagonist, exerts its pharmacological action primarily through vasodilation by impeding calcium ion influx through L-type calcium channels in vascular smooth muscle, which ameliorates hypertension, coronary artery disease, and variant angina. Administered orally, its pharmacokinetic profile necessitates caution in hepatic impairment and geriatric populations, requiring dose modulation. Although the teratogenic risk during gestation or lactation remains indeterminate, its side effect profile encompasses peripheral edema, lethargy, gastrointestinal distress, and potential hypotension or myocardial infarction. This compound's significant therapeutic utility has merited its inclusion on the WHO Essential Medicines List and extensive global prescription prevalence while remaining generically accessible.

DRUG 2 NAME: Dexpramipexole
DRUG 2 BACKGROUND INFORMATION: Dexpramipexole is a first-in-class oral investigational medicine that lowers blood and tissue eosinophils before they can cause damage in the target organ. Dexpramipexole is being developed by Areteia Therapeutics and has the potential to be the first oral treatment ever approved for eosinophilic asthma. The eosinophil-targeting effects of oral dexpramipexole were discovered during its clinical development. Across five clinical trials, dexpramipexole has consistently been shown to significantly reduce blood eosinophil counts.

DRUG 3 NAME: Ticlopidine
DRUG 3 BACKGROUND INFORMATION: Ticlopidine, sold under the brand name Ticlid, is a medication used to reduce the risk of thrombotic strokes. It is an antiplatelet drug in the thienopyridine family which is an adenosine diphosphate (ADP) receptor inhibitor. Research initially showed that it was useful for preventing strokes and coronary stent occlusions. However, because of its rare but serious side effects of neutropenia and thrombotic microangiopathy it was primarily used in patients in whom aspirin was not tolerated, or in whom dual antiplatelet therapy was desirable. With the advent of newer and safer antiplatelet drugs such as clopidogrel and ticagrelor, its use remained limited.
It was patented in 1973 and approved for medical use in 1978.

DRUG 1 - DRUG 2 INTERACTION TRIPLE (subject-predicate-object): Amlodipine-Adenopathy-Dexpramipexole
DRUG 2 - DRUG 3 INTERACTION TRIPLE (subject-predicate-object): Dexpramipexole-hyperglycaemia-Ticlopidine
",A patient with hypertension controlled by a long-acting calcium channel antagonist that works through vasodilation and a history of eosinophilic asthma being managed by an investigational oral agent that significantly lowers eosinophil counts develops hyperglycaemia after starting a new antiplatelet medication used in cases where aspirin is not tolerated and associated with rare blood disorders such as neutropenia. Which medication most likely contributed to the hyperglycaemia due to its interaction with the eosinophil-lowering agent?,Ticlopidine,1
Doxazosin-Dexpramipexole-Ticlopidine-Tirofiban,"DRUG 1 NAME: Doxazosin
DRUG 1 BACKGROUND INFORMATION: Doxazosin, sold under the brand name Cardura among others, is a medication used to treat symptoms of benign prostatic hyperplasia (enlarged prostate), hypertension (high blood pressure), and post-traumatic stress disorder (PTSD). For high blood pressure, it is a less preferred option. It is taken by mouth.
Common side effects include dizziness, sleepiness, swelling, nausea, shortness of breath, and abdominal pain. Severe side effects may include low blood pressure with standing, an irregular heart beat, and priapism. It is a selective α1-adrenergic blocker in the quinazoline class of compounds.
Doxazosin was patented in 1977 and came into medical use in 1988. It is available as a generic medication. In 2022, it was the 180th most commonly prescribed medication in the United States, with more than 2 million prescriptions.

DRUG 2 NAME: Dexpramipexole
DRUG 2 BACKGROUND INFORMATION: Dexpramipexole is a first-in-class oral investigational medicine that lowers blood and tissue eosinophils before they can cause damage in the target organ. Dexpramipexole is being developed by Areteia Therapeutics and has the potential to be the first oral treatment ever approved for eosinophilic asthma. The eosinophil-targeting effects of oral dexpramipexole were discovered during its clinical development. Across five clinical trials, dexpramipexole has consistently been shown to significantly reduce blood eosinophil counts.

DRUG 3 NAME: Ticlopidine
DRUG 3 BACKGROUND INFORMATION: Ticlopidine, sold under the brand name Ticlid, is a medication used to reduce the risk of thrombotic strokes. It is an antiplatelet drug in the thienopyridine family which is an adenosine diphosphate (ADP) receptor inhibitor. Research initially showed that it was useful for preventing strokes and coronary stent occlusions. However, because of its rare but serious side effects of neutropenia and thrombotic microangiopathy it was primarily used in patients in whom aspirin was not tolerated, or in whom dual antiplatelet therapy was desirable. With the advent of newer and safer antiplatelet drugs such as clopidogrel and ticagrelor, its use remained limited.
It was patented in 1973 and approved for medical use in 1978.

DRUG 4 NAME: Tirofiban
DRUG 4 BACKGROUND INFORMATION: Tirofiban, sold under the brand name Aggrastat, is an antiplatelet medication. It belongs to a class of antiplatelets named glycoprotein IIb/IIIa inhibitors. Tirofiban is a small molecule inhibitor of the protein-protein interaction between fibrinogen and the platelet integrin receptor GP IIb/IIIa and is the first drug candidate whose origins can be traced to a pharmacophore-based virtual screening lead.
It is available as a generic medication.

DRUG 1 - DRUG 2 INTERACTION TRIPLE (subject-predicate-object): Doxazosin-apoplexy-Dexpramipexole
DRUG 2 - DRUG 3 INTERACTION TRIPLE (subject-predicate-object): Dexpramipexole-hyperglycaemia-Ticlopidine
DRUG 3 - DRUG 4 INTERACTION TRIPLE (subject-predicate-object): Ticlopidine-thrombocytopenia-Tirofiban","A patient with a history of thrombotic stroke, currently managed with an antiplatelet drug from the thienopyridine family that acts as an ADP receptor inhibitor, begins therapy with a generic antiplatelet agent that works by inhibiting the interaction between fibrinogen and platelet glycoprotein IIb/IIIa receptors. According to documented drug-drug interactions, what new medication may, when combined with the patient’s current thienopyridine antiplatelet therapy, increase the risk of thrombocytopenia?",Tirofiban,2
