,drug_name,pubmed_id,title,authors,mesh_terms,paper_url
254,Trimipramine,1573122,Trimipramine: acute and lasting effects on sleep in healthy and major depressive subjects.,"['Feuillade P', 'Pringuey D', 'Belugou JL', 'Robert P', 'Darcourt G']","['Adult', 'Depressive Disorder/*drug therapy/psychology', 'Dose-Response Relationship, Drug', 'Electroencephalography/drug effects', 'Female', 'Humans', 'Long-Term Care', 'Male', 'Middle Aged', 'Sleep Stages/*drug effects', 'Sleep, REM/drug effects', 'Trimipramine/*administration & dosage']",https://pubmed.ncbi.nlm.nih.gov/1573122/
255,Trimipramine,21484238,Inhibitory potencies of trimipramine and its main metabolites at human monoamine and organic cation transporters.,"['Haenisch B', 'Hiemke C', 'Bonisch H']","['*Antidepressive Agents/metabolism/pharmacology', 'Biogenic Monoamines/*metabolism', 'Cell Culture Techniques', 'Data Interpretation, Statistical', 'HEK293 Cells', 'Humans', 'Molecular Structure', 'Neurotransmitter Transport Proteins/*antagonists & inhibitors/genetics', 'Organic Cation Transport Proteins/*antagonists & inhibitors/genetics', 'Regression Analysis', 'Transfection', '*Trimipramine/metabolism/pharmacology']",https://pubmed.ncbi.nlm.nih.gov/21484238/
256,Trimipramine,6113683,"Normal and disturbed motility pattern in the duodenum of man. The effect of l-hyoscyamine, trimipramine and ranitidine on the maximal pressure waves.","['Myren J', 'Bohman T', 'Osnes M', 'Larssen S']","['Adult', 'Atropine/*pharmacology', 'Bile Reflux', 'Dibenzazepines/*pharmacology', 'Duodenum/*drug effects', 'Furans/*pharmacology', 'Gastrointestinal Motility/*drug effects', 'Histamine H2 Antagonists/*pharmacology', 'Humans', 'Ranitidine', 'Transducers, Pressure', 'Trimipramine/*pharmacology']",https://pubmed.ncbi.nlm.nih.gov/6113683/
257,Trimipramine,6743780,Pharmacokinetic and clinical parameters of zopiclone and trimipramine when administered simultaneously to volunteers.,"['Caille G', 'du Souich P', 'Spenard J', 'Lacasse Y', 'Vezina M']","['Adolescent', 'Adult', 'Azabicyclo Compounds', 'Biological Availability', 'Dibenzazepines/*metabolism', 'Drug Interactions', 'Humans', 'Hypnotics and Sedatives/administration & dosage/*metabolism', 'Kinetics', 'Piperazines/administration & dosage/*metabolism', 'Saliva/metabolism', 'Tablets', 'Trimipramine/administration & dosage/*metabolism']",https://pubmed.ncbi.nlm.nih.gov/6743780/
258,Trimipramine,2857709,"A comparative trial of the antidepressant, anxiolytic, and cardiovascular effects of trimipramine and doxepin in depressed hospitalized patients.","['Assalian P', 'Rosengarten MD', 'Phillips R']","['Anorexia/chemically induced', 'Anti-Anxiety Agents', 'Clinical Trials as Topic', 'Depressive Disorder/*drug therapy/psychology', 'Dibenzazepines/*therapeutic use', 'Dizziness/chemically induced', 'Double-Blind Method', 'Doxepin/adverse effects/*therapeutic use', 'Electrocardiography', 'Female', 'Heart/drug effects', 'Heart Rate/drug effects', '*Hospitalization', 'Humans', 'Male', 'Middle Aged', 'Personality Inventory', 'Placebos', 'Psychiatric Status Rating Scales', 'Trimipramine/adverse effects/*therapeutic use', 'Xerostomia/chemically induced']",https://pubmed.ncbi.nlm.nih.gov/2857709/
259,Trimipramine,17692337,Metabolism in adipose tissue in response to citalopram and trimipramine treatment--an in situ microdialysis study.,"['Flechtner-Mors M', 'Jenkinson CP', 'Alt A', 'Adler G', 'Ditschuneit HH']","['Adipose Tissue/*metabolism', 'Adrenergic Uptake Inhibitors/*adverse effects/therapeutic use', 'Body Mass Index', 'Cholesterol/blood', 'Citalopram/*adverse effects/therapeutic use', 'Depressive Disorder, Major/*drug therapy/epidemiology/*psychology', 'Female', 'Glycerol/metabolism', 'Humans', 'Male', 'Middle Aged', 'Obesity/*chemically induced/epidemiology/*metabolism', 'Selective Serotonin Reuptake Inhibitors/*adverse effects/therapeutic use', 'Triglycerides/blood', 'Trimipramine/*adverse effects/therapeutic use']",https://pubmed.ncbi.nlm.nih.gov/17692337/
260,Trimipramine,14646691,"Trimipramine pharmacokinetics after intravenous and oral administration in carriers of CYP2D6 genotypes predicting poor, extensive and ultrahigh activity.","['Kirchheiner J', 'Sasse J', 'Meineke I', 'Roots I', 'Brockmoller J']","['Administration, Oral', 'Antidepressive Agents, Tricyclic/administration & dosage/blood/*pharmacokinetics', 'Chromatography, High Pressure Liquid', 'Cytochrome P-450 CYP2D6/*genetics', 'Genotype', 'Humans', 'Infusions, Intravenous', 'Trimipramine/administration & dosage/*analogs & derivatives/blood/*pharmacokinetics']",https://pubmed.ncbi.nlm.nih.gov/14646691/
261,Trimipramine,9160649,Trimipramine and imipramine exert different effects on the sleep EEG and on nocturnal hormone secretion during treatment of major depression.,"['Sonntag A', 'Rothe B', 'Guldner J', 'Yassouridis A', 'Holsboer F', 'Steiger A']","['Adult', 'Aged', 'Antidepressive Agents, Tricyclic/adverse effects/*therapeutic use', 'Cerebral Cortex/*drug effects/physiopathology', 'Depressive Disorder/*drug therapy/physiopathology/psychology', 'Dopamine D2 Receptor Antagonists', 'Double-Blind Method', 'Electroencephalography/*drug effects', 'Human Growth Hormone/*blood', 'Humans', 'Hydrocortisone/*blood', 'Hypothalamo-Hypophyseal System/drug effects/physiopathology', 'Imipramine/adverse effects/*therapeutic use', 'Male', 'Middle Aged', 'Personality Inventory', 'Pituitary-Adrenal System/drug effects/physiopathology', 'Polysomnography/*drug effects', 'Prolactin/*blood', 'Receptors, Dopamine D2/physiology', 'Sleep Stages/drug effects/physiology', 'Testosterone/blood', 'Trimipramine/adverse effects/*therapeutic use']",https://pubmed.ncbi.nlm.nih.gov/9160649/
262,Trimipramine,27855951,"Initial fate assessment of teratogenic drug trimipramine and its photo-transformation products - Role of pH, concentration and temperature.","['Khaleel NDH', 'Mahmoud WMM', 'Olsson O', 'Kummerer K']","['Humans', 'Hydrogen-Ion Concentration', 'Photolysis', 'Temperature', '*Teratogens', '*Trimipramine', 'Water Pollutants, Chemical/chemistry']",https://pubmed.ncbi.nlm.nih.gov/27855951/
263,Trimipramine,10774635,"Steady state plasma levels of the enantiomers of trimipramine and of its metabolites in CYP2D6-, CYP2C19- and CYP3A4/5-phenotyped patients.","['Eap CB', 'Bender S', 'Gastpar M', 'Fischer W', 'Haarmann C', 'Powell K', 'Jonzier-Perey M', 'Cochard N', 'Baumann P']","['Adult', 'Aged', 'Antidepressive Agents, Tricyclic/*blood', '*Aryl Hydrocarbon Hydroxylases', 'Cytochrome P-450 CYP2C19', 'Cytochrome P-450 CYP2D6/*physiology', 'Cytochrome P-450 CYP3A', 'Cytochrome P-450 Enzyme System/*physiology', 'Female', 'Humans', 'Male', 'Middle Aged', 'Mixed Function Oxygenases/*physiology', 'Phenotype', 'Stereoisomerism', 'Trimipramine/*blood/metabolism']",https://pubmed.ncbi.nlm.nih.gov/10774635/
264,Trimipramine,21298415,Electrospray ionization-ion mobility spectrometry as a detection system for three-phase hollow fiber microextraction technique and simultaneous determination of trimipramine and desipramine in urine and plasma samples.,"['Jafari MT', 'Saraji M', 'Sherafatmand H']","['Antidepressive Agents/*blood/isolation & purification/*urine', 'Desipramine/*blood/isolation & purification/*urine', 'Humans', 'Solid Phase Microextraction/instrumentation/*methods', 'Spectrometry, Mass, Electrospray Ionization/*methods', 'Trimipramine/*blood/isolation & purification/*urine']",https://pubmed.ncbi.nlm.nih.gov/21298415/
265,Trimipramine,2859273,"Trimipramine and maprotiline: antidepressant, anxiolytic, and cardiotoxic comparison.","['Pecknold JC', 'Familamiri P', 'McClure DJ', 'Elie R', 'Chang H']","['Adult', 'Ambulatory Care', 'Anthracenes/*therapeutic use', 'Anti-Anxiety Agents', 'Blood Pressure/drug effects', 'Body Weight/drug effects', 'Cardiovascular System/drug effects', 'Clinical Trials as Topic', 'Depressive Disorder/*drug therapy/psychology', 'Dibenzazepines/*therapeutic use', 'Electrocardiography', 'Female', 'Heart Rate/drug effects', 'Humans', 'Male', 'Maprotiline/adverse effects/*therapeutic use', 'Personality Inventory', 'Psychiatric Status Rating Scales', 'Pulse/drug effects', 'Sleep/drug effects', 'Trimipramine/adverse effects/*therapeutic use', 'Xerostomia/chemically induced']",https://pubmed.ncbi.nlm.nih.gov/2859273/
266,Trimipramine,8458903,Simultaneous determination of trimipramine and desmethyl- and hydroxytrimipramine in plasma and red blood cells by capillary gas chromatography with nitrogen-selective detection.,"['Jourdil N', 'Pinteur B', 'Vincent F', 'Marka C', 'Bessard G']","['Chromatography, Gas/*methods', 'Erythrocytes/*chemistry', 'Humans', 'Nitrogen/chemistry', 'Reproducibility of Results', 'Sensitivity and Specificity', 'Trimipramine/analogs & derivatives/*blood']",https://pubmed.ncbi.nlm.nih.gov/8458903/
267,Trimipramine,23324861,"Adsorptive stripping voltammetric determination of imipramine, trimipramine and desipramine employing titanium dioxide nanoparticles and an Amberlite XAD-2 modified glassy carbon paste electrode.","['Sanghavi BJ', 'Srivastava AK']","['Adsorption', 'Antidepressive Agents, Tricyclic/*analysis/blood/urine', 'Carbon/chemistry', 'Desipramine/*analysis/blood/urine', 'Electrochemical Techniques/*methods', 'Electrodes', 'Humans', 'Imipramine/*analysis/blood/urine', 'Limit of Detection', 'Nanoparticles/chemistry', 'Pharmaceutical Preparations/chemistry', 'Reproducibility of Results', 'Resins, Synthetic/chemistry', 'Titanium/chemistry', 'Trimipramine/*analysis/blood/urine']",https://pubmed.ncbi.nlm.nih.gov/23324861/
268,Trimipramine,2251340,"Effects of scopolamine, trimipramine and diazepam on explicit memory and repetition priming in healthy volunteers.","['Danion JM', 'Zimmermann MA', 'Willard-Schroeder D', 'Grange D', 'Welsch M', 'Imbs JL', 'Singer L']","['Adult', 'Diazepam/*pharmacology', 'Female', 'Humans', 'Male', 'Memory/*drug effects', 'Scopolamine/*pharmacology', 'Trimipramine/*pharmacology']",https://pubmed.ncbi.nlm.nih.gov/2251340/
269,Trimipramine,373073,Serum concentration of trimipramine (Surmontil) and gastric secretion of acid and pepsin following peroral administration of the drug in healthy humans.,"['Myren J', 'Schrumpf E', 'Bohman T', 'Skaug OE', 'Larsen S']","['Administration, Oral', 'Adult', 'Clinical Trials as Topic', 'Dibenzazepines/*blood', 'Double-Blind Method', 'Gastric Juice/*metabolism', 'Humans', 'Pepsin A/*metabolism', 'Secretory Rate/drug effects', 'Trimipramine/administration & dosage/*blood/pharmacology']",https://pubmed.ncbi.nlm.nih.gov/373073/
270,Trimipramine,8014234,Determination of trimipramine and its demethylated and hydroxylated metabolites in plasma by gas chromatography-mass spectrometry.,"['Eap CB', 'Koeb L', 'Baumann P']","['Biotransformation', 'Chromatography, High Pressure Liquid', 'Dealkylation', 'Gas Chromatography-Mass Spectrometry', 'Glucuronates/metabolism', 'Humans', 'Hydroxylation', 'Trimipramine/*blood/pharmacokinetics']",https://pubmed.ncbi.nlm.nih.gov/8014234/
271,Trimipramine,6372066,Comparative study of cimetidine and trimipramine in the short-term treatment of duodenal and gastric ulcer.,"['Valnes K', 'Wetterhus S', 'Myren J', 'Arva P', 'Larsen S']","['Cimetidine/adverse effects/*therapeutic use', 'Clinical Trials as Topic', 'Dibenzazepines/*therapeutic use', 'Double-Blind Method', 'Duodenal Ulcer/*drug therapy', 'Female', 'Gastroscopy', 'Humans', 'Male', 'Middle Aged', 'Random Allocation', 'Stomach Ulcer/*drug therapy', 'Trimipramine/adverse effects/*therapeutic use']",https://pubmed.ncbi.nlm.nih.gov/6372066/
272,Trimipramine,6680730,Analysis of blood and tissue for amoxapine and trimipramine.,"['Wu Chen NB', 'Schaffer MI', 'Lin RL', 'Hadac JP', 'Stein RJ']","['Amoxapine/*blood/poisoning', 'Chromatography, Gas', 'Dibenzazepines/*blood', 'Dibenzoxazepines/*blood', '*Forensic Medicine', 'Gas Chromatography-Mass Spectrometry', 'Humans', 'Trimipramine/*blood/poisoning']",https://pubmed.ncbi.nlm.nih.gov/6680730/
273,Pamidronic acid,33449911,Atrial fibrillation in patients treated with intravenous zoledronic or pamidronic acid: a pharmacoepidemiological study.,"['Pijnenburg L', 'Salem JE', 'Lebrun-Vignes B', 'Sibilia J', 'Javier RM', 'Arnaud L']","['Administration, Intravenous', 'Aged', 'Aged, 80 and over', 'Atrial Fibrillation/*chemically induced/*epidemiology', 'Databases, Factual', 'Drug-Related Side Effects and Adverse Reactions/*epidemiology', 'Europe/epidemiology', 'Female', 'Humans', 'Male', 'North America/epidemiology', 'Pamidronate/administration & dosage/*adverse effects', 'Pharmacoepidemiology', 'Pharmacovigilance', 'World Health Organization', 'Zoledronic Acid/administration & dosage/*adverse effects']",https://pubmed.ncbi.nlm.nih.gov/33449911/
274,Pamidronic acid,36432069,"Preparation, Optimisation, and In Vitro Evaluation of [(18)F]AlF-NOTA-Pamidronic Acid for Bone Imaging PET.","['Hassan H', 'Othman MF', 'Abdul Razak HR', 'Zakaria ZA', 'Ahmad Saad FF', 'Osman MA', 'Yi LH', 'Ashhar Z', 'Idris J', 'Abdul Hamid MHN', 'Safee ZM']","['Humans', '*Fluorine Radioisotopes', 'Pamidronate', 'Sodium Fluoride', 'Chromatography, Liquid', '*Heterocyclic Compounds/chemistry', 'Oligopeptides/chemistry', 'Tandem Mass Spectrometry', 'Positron-Emission Tomography/methods']",https://pubmed.ncbi.nlm.nih.gov/36432069/
275,Pamidronic acid,1820495,Intravenous pamidronic acid in hypercalcemia due to parathyroid carcinoma.,"['Vega EM', 'Mautalen CA']","['Adult', 'Diphosphonates/*therapeutic use', 'Female', 'Humans', 'Hypercalcemia/*drug therapy/etiology', 'Infusions, Intravenous', 'Male', 'Middle Aged', 'Pamidronate', 'Parathyroid Neoplasms/*complications', 'Recurrence']",https://pubmed.ncbi.nlm.nih.gov/1820495/
276,Pamidronic acid,16679782,Long-term survival after second-line therapy with docetaxel and carboplatin and monthly pamidronic acid in a woman with metastatic non-small cell lung cancer.,"['Andritzky B', 'Schuch G', 'Thoem I', 'Goern M', 'Brandl S', 'Bokemeyer C', 'Laack E']","['Adult', 'Antineoplastic Combined Chemotherapy Protocols/*administration & dosage', 'Carboplatin/administration & dosage', 'Carcinoma, Non-Small-Cell Lung/*drug therapy/*secondary', 'Diphosphonates/administration & dosage', 'Docetaxel', 'Female', 'Humans', 'Longitudinal Studies', 'Lung Neoplasms/*drug therapy', 'Lymphatic Metastasis', 'Pamidronate', 'Taxoids/administration & dosage', 'Treatment Outcome']",https://pubmed.ncbi.nlm.nih.gov/16679782/
277,Pamidronic acid,8091148,Double blind radiological assessment of continuous oral pamidronic acid in patients with rheumatoid arthritis.,"['Maccagno A', 'Di Giorgio E', 'Roldan EJ', 'Caballero LE', 'Perez Lloret A']","['Administration, Oral', 'Adult', 'Arthritis, Rheumatoid/*diagnostic imaging/drug therapy', 'Cartilage, Articular/diagnostic imaging', 'Diphosphonates/*administration & dosage', 'Double-Blind Method', 'Drug Administration Schedule', 'Female', 'Foot/diagnostic imaging', 'Hand/diagnostic imaging', 'Humans', 'Male', 'Middle Aged', 'Pamidronate', 'Radiography', 'Severity of Illness Index']",https://pubmed.ncbi.nlm.nih.gov/8091148/
278,Ciclopirox,12895184,Interdigital tinea pedis (dermatophytosis simplex and complex) and treatment with ciclopirox 0.77% gel.,"['Gupta AK', 'Skinner AR', 'Cooper EA']","['Administration, Topical', 'Antifungal Agents/*administration & dosage', 'Ciclopirox', 'Dose-Response Relationship, Drug', 'Drug Administration Schedule', 'Female', 'Follow-Up Studies', 'Gels/therapeutic use', 'Humans', 'Male', 'Pyridones/*administration & dosage', 'Randomized Controlled Trials as Topic', 'Severity of Illness Index', 'Tinea Pedis/*diagnosis/*drug therapy', 'Treatment Outcome']",https://pubmed.ncbi.nlm.nih.gov/12895184/
279,Ciclopirox,782504,Ciclopirox: a new topical pyrodonium antimycotic agent. A double-blind study in superficial dermatomycoses.,['Sehgal VN'],"['Adult', 'Antifungal Agents/*therapeutic use', 'Clinical Trials as Topic', 'Drug Evaluation', 'Female', 'Humans', 'Male', 'Placebos', 'Pyridones/*therapeutic use', 'Tinea/*drug therapy']",https://pubmed.ncbi.nlm.nih.gov/782504/
280,Ciclopirox,35331268,Ciclopirox targets cellular bioenergetics and activates ER stress to induce apoptosis in non-small cell lung cancer cells.,"['Lu J', 'Li Y', 'Gong S', 'Wang J', 'Lu X', 'Jin Q', 'Lu B', 'Chen Q']","['Apoptosis', '*Carcinoma, Non-Small-Cell Lung/pathology', 'Cell Line, Tumor', 'Cell Proliferation', 'Ciclopirox/pharmacology/therapeutic use', 'Energy Metabolism', 'Humans', '*Lung Neoplasms/pathology', 'Reactive Oxygen Species/metabolism']",https://pubmed.ncbi.nlm.nih.gov/35331268/
281,Ciclopirox,15334279,Ciclopirox shampoo for treating seborrheic dermatitis.,"['Gupta AK', 'Bluhm R']","['Administration, Cutaneous', 'Adult', 'Aged', 'Ciclopirox', 'Dermatitis, Seborrheic/diagnosis/*drug therapy', 'Female', 'Follow-Up Studies', '*Hair Preparations', 'Humans', 'Male', 'Middle Aged', 'Pyridones/*therapeutic use', 'Randomized Controlled Trials as Topic', 'Risk Assessment', 'Scalp Dermatoses/diagnosis/*drug therapy', 'Severity of Illness Index', 'Treatment Outcome']",https://pubmed.ncbi.nlm.nih.gov/15334279/
282,Ciclopirox,35563420,Giving Drugs a Second Chance: Antibacterial and Antibiofilm Effects of Ciclopirox and Ribavirin against Cystic Fibrosis Pseudomonas aeruginosa Strains.,"['Di Bonaventura G', 'Lupetti V', 'De Fabritiis S', 'Piccirilli A', 'Porreca A', 'Di Nicola M', 'Pompilio A']","['Anti-Bacterial Agents/chemistry/pharmacology', '*Biofilms/drug effects', '*Ciclopirox/pharmacology', '*Cystic Fibrosis/drug therapy/microbiology', 'Dactinomycin/pharmacology', 'Drug Repositioning', 'Extracellular Polymeric Substance Matrix', 'Fluorouracil/pharmacology', 'Humans', 'Microbial Sensitivity Tests', '*Pseudomonas Infections/microbiology', 'Pseudomonas aeruginosa', '*Ribavirin/pharmacology', 'Tobramycin/pharmacology']",https://pubmed.ncbi.nlm.nih.gov/35563420/
283,Ciclopirox,31001967,"Efficacy and tolerability of 1% ciclopirox shampoo in the treatment of moderate-to-severe scalp seborrheic dermatitis: a multicenter, prospective, assessor-blinded trial.","['Veraldi S', 'Barbareschi M', 'Martella A', 'Milani M']","['Adult', 'Antifungal Agents/*administration & dosage/adverse effects', 'Ciclopirox/*administration & dosage/adverse effects', 'Dermatitis, Seborrheic/*drug therapy', 'Female', '*Hair Preparations', 'Humans', 'Male', 'Prospective Studies', 'Severity of Illness Index', 'Single-Blind Method', 'Treatment Outcome']",https://pubmed.ncbi.nlm.nih.gov/31001967/
284,Ciclopirox,16428154,Combination of oral terbinafine and topical ciclopirox compared to oral terbinafine for the treatment of onychomycosis.,"['Avner S', 'Nir N', 'Henri T']","['Administration, Oral', 'Administration, Topical', 'Adult', 'Antifungal Agents/*administration & dosage', 'Ciclopirox', 'Drug Therapy, Combination', 'Female', 'Humans', 'Male', 'Middle Aged', 'Naphthalenes/*administration & dosage', 'Onychomycosis/*drug therapy', 'Pyridones/*administration & dosage', 'Terbinafine', 'Treatment Outcome']",https://pubmed.ncbi.nlm.nih.gov/16428154/
285,Ciclopirox,31603527,Effects of the antifungal agent ciclopirox in HPV-positive cancer cells: Repression of viral E6/E7 oncogene expression and induction of senescence and apoptosis.,"['Braun JA', 'Herrmann AL', 'Blase JI', 'Frensemeier K', 'Bulkescher J', 'Scheffner M', 'Galy B', 'Hoppe-Seyler K', 'Hoppe-Seyler F']","['Antifungal Agents/pharmacology/therapeutic use', 'Apoptosis/drug effects', 'Cellular Senescence/drug effects', 'Ciclopirox/*pharmacology/therapeutic use', 'DNA-Binding Proteins/*antagonists & inhibitors/metabolism', 'Female', 'HCT116 Cells', 'HeLa Cells', 'Humans', 'Iron Chelating Agents/pharmacology/therapeutic use', 'Oncogene Proteins, Viral/*antagonists & inhibitors/metabolism', 'Papillomavirus E7 Proteins/*antagonists & inhibitors/metabolism', 'Papillomavirus Infections/*drug therapy/pathology/virology', 'Repressor Proteins/*antagonists & inhibitors/metabolism', 'Spheroids, Cellular', 'Uterine Cervical Neoplasms/*drug therapy/pathology/virology']",https://pubmed.ncbi.nlm.nih.gov/31603527/
286,Ciclopirox,29328472,Combined analysis of gene expression and genome binding profiles identified potential therapeutic targets of ciclopirox in Ewing sarcoma.,"['Yuan B', 'Ji W', 'Xia H', 'Li J']","['Antifungal Agents/therapeutic use', 'Antineoplastic Agents/*therapeutic use', 'Bone Neoplasms/blood supply/*drug therapy/genetics/pathology', 'Cell Line, Tumor', 'Ciclopirox', 'Collagen Type I/genetics/metabolism', 'Collagen Type I, alpha 1 Chain', 'Databases, Genetic', 'Drug Repositioning', 'Gene Expression Profiling', '*Gene Expression Regulation, Neoplastic', 'Gene Ontology', 'Gene Regulatory Networks', '*Genome, Human', 'Humans', 'Molecular Sequence Annotation', 'N-Myc Proto-Oncogene Protein/genetics/metabolism', 'Oncogene Proteins, Fusion/antagonists & inhibitors/*genetics/metabolism', 'Protein Binding', 'Protein Interaction Mapping', 'Proto-Oncogene Protein c-fli-1/antagonists & inhibitors/*genetics/metabolism', 'Pyridones/*therapeutic use', 'RNA-Binding Protein EWS/antagonists & inhibitors/*genetics/metabolism', 'Sarcoma, Ewing/blood supply/*drug therapy/genetics/pathology', 'Signal Transduction', 'Transforming Growth Factor beta1/genetics/metabolism']",https://pubmed.ncbi.nlm.nih.gov/29328472/
287,Ciclopirox,32506716,In vitro antidermatophytic synergism of double and triple combination of clioquinol with ciclopirox and terbinafine.,"['da Costa B', 'Pippi B', 'Andrzejewski Kaminski TF', 'Andrade SF', 'Fuentefria AM']","['Antifungal Agents/*pharmacology', 'Arthrodermataceae/*drug effects', 'Cell Survival/drug effects', 'Ciclopirox/*pharmacology', 'Clioquinol/*pharmacology', 'Drug Combinations', 'Drug Synergism', 'Fungi/classification/*drug effects', 'Humans', 'Leukocytes/drug effects', 'Microbial Sensitivity Tests', 'Terbinafine/*pharmacology', 'Tinea/drug therapy']",https://pubmed.ncbi.nlm.nih.gov/32506716/
288,Ciclopirox,37781969,A density functional theory study on the potential application of Ni and Co doped ZnO nanosheets as a carrier for ciclopirox anticancer drug.,"['Taha A', 'Kadhim MM', 'Naser ST', 'Majdi A', 'Abdullaha SAH', 'Hachim SK', 'Abdulwahid Abdulhussain M', 'Mahdi Rheima A']","['Ciclopirox/pharmacology', '*Zinc Oxide', 'Density Functional Theory', 'Metals', '*Antineoplastic Agents']",https://pubmed.ncbi.nlm.nih.gov/37781969/
289,Pilocarpine,6252317,"Complexes between pilocarpine and cobalt(II), nickel(II), copper(II), and zinc(II) ions.","['Canti G', 'Scozzafava A', 'Ciciani G', 'Renzi G']","['Cobalt', 'Copper', 'Electron Spin Resonance Spectroscopy', 'Magnetic Resonance Spectroscopy', '*Metals', 'Nickel', '*Pilocarpine/analysis', 'Spectrophotometry, Atomic', 'Zinc']",https://pubmed.ncbi.nlm.nih.gov/6252317/
290,Pilocarpine,31520497,Comparing the effectiveness and adverse effects of pilocarpine and cevimeline in patients with hyposalivation.,"['Farag AM', 'Holliday C', 'Cimmino J', 'Roomian T', 'Papas A']","['Adult', 'Aged', 'Female', 'Follow-Up Studies', 'Humans', 'Middle Aged', 'Muscarinic Agonists/*therapeutic use', 'Pilocarpine/administration & dosage/*therapeutic use', 'Quinuclidines/administration & dosage/*therapeutic use', 'Retrospective Studies', 'Thiophenes/administration & dosage/*therapeutic use', 'Time Factors', 'Xerostomia/*drug therapy']",https://pubmed.ncbi.nlm.nih.gov/31520497/
291,Pilocarpine,7229939,"Quantitative determination of pilocarpine, isopilocarpine, pilocarpic acid, and isopilocarpic acid in clinical ophthalmic pilocarpine formulations by reversed-phase liquid chromatography.","['Noordam A', 'Maat L', 'Beyerman HC']","['Chromatography, High Pressure Liquid', 'Isomerism', 'Ophthalmic Solutions', 'Pilocarpine/administration & dosage/*analogs & derivatives/*analysis']",https://pubmed.ncbi.nlm.nih.gov/7229939/
292,Pilocarpine,26563850,Efficacy and safety of pilocarpine for radiation-induced xerostomia in patients with head and neck cancer: A systematic review and meta-analysis.,"['Cheng CQ', 'Xu H', 'Liu L', 'Wang RN', 'Liu YT', 'Li J', 'Zhou XK']","['Head and Neck Neoplasms/*radiotherapy', 'Humans', 'Muscarinic Agonists/adverse effects/*therapeutic use', 'Pilocarpine/adverse effects/*therapeutic use', 'Treatment Outcome', 'Xerostomia/*drug therapy/etiology']",https://pubmed.ncbi.nlm.nih.gov/26563850/
293,Pilocarpine,39033941,Pretreatment of microneedles enhances passive transdermal administration of pilocarpine and pilocarpine-induced sweat production in humans.,"['Amano T', 'Fujii N', 'Kenny GP', 'Mundel T', 'Yokoyama S', 'Yamashita H', 'Quan YS']","['*Pilocarpine/administration & dosage', 'Humans', '*Administration, Cutaneous', '*Sweating/drug effects', 'Male', '*Needles', 'Adult', '*Iontophoresis/methods', 'Female', 'Young Adult', 'Drug Delivery Systems/instrumentation', 'Muscarinic Agonists/administration & dosage', 'Sweat', 'Skin/metabolism']",https://pubmed.ncbi.nlm.nih.gov/39033941/
294,Pilocarpine,8198156,Combined timolol and pilocarpine vs pilocarpine alone and timolol alone in the treatment of glaucoma.,"['Zadok D', 'Geyer O', 'Zadok J', 'Lazar M', 'Krakowski D', 'Nemet P']","['Administration, Topical', 'Adult', 'Drug Therapy, Combination', 'Female', 'Glaucoma, Open-Angle/*drug therapy', 'Humans', 'Intraocular Pressure', 'Male', 'Ocular Hypertension/*drug therapy', 'Ophthalmic Solutions', 'Pilocarpine/*administration & dosage/therapeutic use', 'Timolol/*administration & dosage/therapeutic use', 'Tonometry, Ocular']",https://pubmed.ncbi.nlm.nih.gov/8198156/
295,Pilocarpine,20963353,Pilocarpine used to treat xerostomia in patients submitted to radioactive iodine therapy: a pilot study.,"['Almeida JP', 'Kowalski LP']","['Adult', 'Aged', 'Aged, 80 and over', 'Dose-Response Relationship, Drug', 'Drug Therapy', 'Humans', 'Iodine Radioisotopes/*adverse effects', 'Middle Aged', 'Pilocarpine/adverse effects/*therapeutic use', 'Pilot Projects', 'Prospective Studies', 'Radionuclide Imaging', 'Salivary Glands/diagnostic imaging/physiopathology', 'Salivation/drug effects', 'Thyroid Neoplasms/*radiotherapy', 'Treatment Outcome', 'Xerostomia/*drug therapy']",https://pubmed.ncbi.nlm.nih.gov/20963353/
296,Pilocarpine,2653044,Timolol-pilocarpine combined vs timolol and pilocarpine given separately.,"['Soderstrom MB', 'Wallin O', 'Granstrom PA', 'Thorburn W']","['Blood Pressure/drug effects', 'Clinical Trials as Topic', 'Drug Therapy, Combination', 'Glaucoma, Open-Angle/drug therapy/physiopathology', 'Humans', 'Intraocular Pressure/drug effects', 'Multicenter Studies as Topic', 'Ophthalmic Solutions', 'Pilocarpine/*administration & dosage/adverse effects', 'Pulse/drug effects', 'Random Allocation', 'Sweden', 'Time Factors', 'Timolol/*administration & dosage/adverse effects']",https://pubmed.ncbi.nlm.nih.gov/2653044/
297,Pilocarpine,32196472,Low-dose Pilocarpine Spray to Treat Xerostomia.,['Zur E'],"['*Head and Neck Neoplasms', 'Humans', 'Muscarinic Agonists/administration & dosage/*therapeutic use', 'Pilocarpine/administration & dosage/therapeutic use', 'Quality of Life', '*Xerostomia/drug therapy']",https://pubmed.ncbi.nlm.nih.gov/32196472/
298,Pilocarpine,35858231,Vitreofoveal Traction Associated With Pilocarpine for Presbyopia.,"['Amarikwa L', 'Michalak SM', 'Caul S', 'Mruthyunjaya P', 'Rahimy E']","['Female', 'Humans', 'Pilocarpine/adverse effects', '*Presbyopia', '*Retinal Diseases/diagnosis', 'Tomography, Optical Coherence', 'Traction', '*Vitreous Detachment/diagnosis']",https://pubmed.ncbi.nlm.nih.gov/35858231/
